"","X","date","prec","snow","temp","aqi","co","no2","o3","pm10","pm","so2","t_asign","treat","hubei","day","month","year","daynum","north","city_code","city","province_code","province"
"73734",73733,20200225,82.7962948098417,93.6796652371288,16.337503,105.166664,1.0625,17.833334,40.666668,90.291664,84.708336,9.416667,1,1,1,25,2,2020,8456,0,19482,"Yichang",420,"Hubei"
"73735",73734,20200226,12.9969208402549,34.9509820281525,15.141202,95.25,1.0554167,14.625,60.958332,78.541664,76.208336,9.458333,1,1,1,26,2,2020,8457,0,19482,"Yichang",420,"Hubei"
"73736",73735,20200227,70.9169909558756,22.7927391058012,7.8843856,31.958334,0.97999996,11.833333,42.958332,37.25,44.083332,8.75,1,1,1,27,2,2020,8458,0,19482,"Yichang",420,"Hubei"
"73737",73736,20200228,32.8683997442476,39.5978090754094,6.5834627,28.61111,0.87166667,13.222222,37,14.333333,16.333334,8,1,1,1,28,2,2020,8459,0,19482,"Yichang",420,"Hubei"
"73738",73737,20200229,0.499899047702906,26.562127882657,8.022818,34.666668,0.95416665,14.666667,27.875,18.291666,20.333334,8,1,1,1,29,2,2020,8460,0,19482,"Yichang",420,"Hubei"
"73739",73738,20200301,0.114755783535975,71.1131112788032,8.819687,50.958332,1.0108333,13.041667,40.458332,32,31.875,8,1,1,1,1,3,2020,8461,0,19482,"Yichang",420,"Hubei"
"74118",74117,20200101,2.68827995317879,60.8757539843918,0.73585033,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,2020,8401,0,47088,"Xiangyang",420,"Hubei"
"74119",74118,20200102,1.91975022889464,60.6853804172427,3.162191,NA,NA,NA,NA,NA,NA,NA,1,0,1,2,1,2020,8402,0,47088,"Xiangyang",420,"Hubei"
"74120",74119,20200103,2.78930504727878,62.3568029940609,4.3200183,NA,NA,NA,NA,NA,NA,NA,1,0,1,3,1,2020,8403,0,47088,"Xiangyang",420,"Hubei"
"74121",74120,20200104,67.95173414476,60.0725051960084,5.7815843,NA,NA,NA,NA,NA,NA,NA,1,0,1,4,1,2020,8404,0,47088,"Xiangyang",420,"Hubei"
"74122",74121,20200105,83.7350177716056,20.855756412109,5.8773685,NA,NA,NA,NA,NA,NA,NA,1,0,1,5,1,2020,8405,0,47088,"Xiangyang",420,"Hubei"
"74123",74122,20200106,180.415189401537,26.7621386275155,3.9537838,NA,NA,NA,NA,NA,NA,NA,1,0,1,6,1,2020,8406,0,47088,"Xiangyang",420,"Hubei"
"74124",74123,20200107,18.970168261,41.0985098984326,4.1080537,NA,NA,NA,NA,NA,NA,NA,1,0,1,7,1,2020,8407,0,47088,"Xiangyang",420,"Hubei"
"74125",74124,20200108,103.035406486354,52.495829457813,3.7167687,NA,NA,NA,NA,NA,NA,NA,1,0,1,8,1,2020,8408,0,47088,"Xiangyang",420,"Hubei"
"74126",74125,20200109,18.5318605057517,16.3564148123918,1.8653805,NA,NA,NA,NA,NA,NA,NA,1,0,1,9,1,2020,8409,0,47088,"Xiangyang",420,"Hubei"
"74127",74126,20200110,19.019135957079,31.9164898213624,1.9231251,NA,NA,NA,NA,NA,NA,NA,1,0,1,10,1,2020,8410,0,47088,"Xiangyang",420,"Hubei"
"74128",74127,20200111,9.84901730537554,45.3302131600669,3.1828506,NA,NA,NA,NA,NA,NA,NA,1,0,1,11,1,2020,8411,0,47088,"Xiangyang",420,"Hubei"
"74129",74128,20200112,2.88600834426842,51.5876367904866,2.9602094,NA,NA,NA,NA,NA,NA,NA,1,0,1,12,1,2020,8412,0,47088,"Xiangyang",420,"Hubei"
"74130",74129,20200113,0.855416990985422,47.8882280173489,2.3998175,NA,NA,NA,NA,NA,NA,NA,1,0,1,13,1,2020,8413,0,47088,"Xiangyang",420,"Hubei"
"74131",74130,20200114,9.16011098680423,41.8304594070774,1.8785743,NA,NA,NA,NA,NA,NA,NA,1,0,1,14,1,2020,8414,0,47088,"Xiangyang",420,"Hubei"
"74132",74131,20200115,31.1603684486587,29.6850237693669,1.7092209,NA,NA,NA,NA,NA,NA,NA,1,0,1,15,1,2020,8415,0,47088,"Xiangyang",420,"Hubei"
"74133",74132,20200116,6.07659638730262,21.8388497618783,1.167271,NA,NA,NA,NA,NA,NA,NA,1,0,1,16,1,2020,8416,0,47088,"Xiangyang",420,"Hubei"
"74134",74133,20200117,1.79347658933243,68.1480914672579,2.0440037,NA,NA,NA,NA,NA,NA,NA,1,0,1,17,1,2020,8417,0,47088,"Xiangyang",420,"Hubei"
"74135",74134,20200118,1.20874989113191,61.3047811800901,1.6935884,NA,NA,NA,NA,NA,NA,NA,1,0,1,18,1,2020,8418,0,47088,"Xiangyang",420,"Hubei"
"74136",74135,20200119,2.78928416284,44.8911676895463,4.129379,NA,NA,NA,NA,NA,NA,NA,1,0,1,19,1,2020,8419,0,47088,"Xiangyang",420,"Hubei"
"74137",74136,20200120,2.25106656401094,48.4695445513914,4.601391,NA,NA,NA,NA,NA,NA,NA,1,0,1,20,1,2020,8420,0,47088,"Xiangyang",420,"Hubei"
"74138",74137,20200121,14.4019880441651,49.8260874692263,4.6170473,NA,NA,NA,NA,NA,NA,NA,1,0,1,21,1,2020,8421,0,47088,"Xiangyang",420,"Hubei"
"74139",74138,20200122,15.6357479244841,48.854019742455,3.9202116,NA,NA,NA,NA,NA,NA,NA,1,0,1,22,1,2020,8422,0,47088,"Xiangyang",420,"Hubei"
"74140",74139,20200123,42.7969626350602,42.3433387097689,4.089247,NA,NA,NA,NA,NA,NA,NA,1,0,1,23,1,2020,8423,0,47088,"Xiangyang",420,"Hubei"
"74141",74140,20200124,65.523870717944,33.667394717915,3.714924,NA,NA,NA,NA,NA,NA,NA,1,0,1,24,1,2020,8424,0,47088,"Xiangyang",420,"Hubei"
"74142",74141,20200125,26.2567619751429,25.6090982299894,2.3872645,NA,NA,NA,NA,NA,NA,NA,1,0,1,25,1,2020,8425,0,47088,"Xiangyang",420,"Hubei"
"74143",74142,20200126,18.81406663515,28.9257188823333,1.8238659,NA,NA,NA,NA,NA,NA,NA,1,1,1,26,1,2020,8426,0,47088,"Xiangyang",420,"Hubei"
"74144",74143,20200127,2.5107993214112,49.019321071934,1.958427,NA,NA,NA,NA,NA,NA,NA,1,1,1,27,1,2020,8427,0,47088,"Xiangyang",420,"Hubei"
"74145",74144,20200128,1.58823170222884,52.3196967050883,3.5234213,NA,NA,NA,NA,NA,NA,NA,1,1,1,28,1,2020,8428,0,47088,"Xiangyang",420,"Hubei"
"74146",74145,20200129,1.51515999169384,54.3297646301849,4.752173,NA,NA,NA,NA,NA,NA,NA,1,1,1,29,1,2020,8429,0,47088,"Xiangyang",420,"Hubei"
"74147",74146,20200130,1.38979808869978,81.8388481978161,4.849733,NA,NA,NA,NA,NA,NA,NA,1,1,1,30,1,2020,8430,0,47088,"Xiangyang",420,"Hubei"
"74148",74147,20200131,2.23690158536319,57.9380025059339,5.234765,NA,NA,NA,NA,NA,NA,NA,1,1,1,31,1,2020,8431,0,47088,"Xiangyang",420,"Hubei"
"74149",74148,20200201,3.16980929408031,68.5161220155587,5.4941597,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2020,8432,0,47088,"Xiangyang",420,"Hubei"
"74150",74149,20200202,7.30268950525032,52.4276919893098,6.9781957,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2020,8433,0,47088,"Xiangyang",420,"Hubei"
"74151",74150,20200203,6.42549756249378,55.7807571858188,5.8758507,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,2,2020,8434,0,47088,"Xiangyang",420,"Hubei"
"74152",74151,20200204,2.83757080951456,69.5769536760365,5.933811,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,2,2020,8435,0,47088,"Xiangyang",420,"Hubei"
"74153",74152,20200205,46.9240200326068,79.9171243899255,5.876816,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,2020,8436,0,47088,"Xiangyang",420,"Hubei"
"74154",74153,20200206,44.519373037075,22.9158120562352,2.6659715,NA,NA,NA,NA,NA,NA,NA,1,1,1,6,2,2020,8437,0,47088,"Xiangyang",420,"Hubei"
"74155",74154,20200207,2.22776532743131,12.4280152732136,2.8484218,NA,NA,NA,NA,NA,NA,NA,1,1,1,7,2,2020,8438,0,47088,"Xiangyang",420,"Hubei"
"74156",74155,20200208,1.57097544770007,65.490105120542,4.229741,NA,NA,NA,NA,NA,NA,NA,1,1,1,8,2,2020,8439,0,47088,"Xiangyang",420,"Hubei"
"74157",74156,20200209,1.00325867586186,55.1130817297644,6.7019258,NA,NA,NA,NA,NA,NA,NA,1,1,1,9,2,2020,8440,0,47088,"Xiangyang",420,"Hubei"
"74158",74157,20200210,6.43894356513354,48.9943372832359,7.574596,NA,NA,NA,NA,NA,NA,NA,1,1,1,10,2,2020,8441,0,47088,"Xiangyang",420,"Hubei"
"74159",74158,20200211,7.69466357037481,34.1039248890957,8.167465,NA,NA,NA,NA,NA,NA,NA,1,1,1,11,2,2020,8442,0,47088,"Xiangyang",420,"Hubei"
"74160",74159,20200212,4.6708540058603,79.0047401054825,8.956114,NA,NA,NA,NA,NA,NA,NA,1,1,1,12,2,2020,8443,0,47088,"Xiangyang",420,"Hubei"
"74161",74160,20200213,6.56032206001533,62.2109173855339,10.064496,NA,NA,NA,NA,NA,NA,NA,1,1,1,13,2,2020,8444,0,47088,"Xiangyang",420,"Hubei"
"74162",74161,20200214,34.1079815757252,18.1352242699448,9.396826,NA,NA,NA,NA,NA,NA,NA,1,1,1,14,2,2020,8445,0,47088,"Xiangyang",420,"Hubei"
"74163",74162,20200215,58.2570690275314,20.9081481793942,5.892317,NA,NA,NA,NA,NA,NA,NA,1,1,1,15,2,2020,8446,0,47088,"Xiangyang",420,"Hubei"
"74164",74163,20200216,3.35861533640494,27.8396482844067,3.444333,NA,NA,NA,NA,NA,NA,NA,1,1,1,16,2,2020,8447,0,47088,"Xiangyang",420,"Hubei"
"74165",74164,20200217,0.571249774964004,66.9211160352042,4.7768173,NA,NA,NA,NA,NA,NA,NA,1,1,1,17,2,2020,8448,0,47088,"Xiangyang",420,"Hubei"
"74166",74165,20200218,0.52988374921161,65.3086802524112,5.7705917,NA,NA,NA,NA,NA,NA,NA,1,1,1,18,2,2020,8449,0,47088,"Xiangyang",420,"Hubei"
"74167",74166,20200219,0.741446166986176,53.8181275231046,6.974075,NA,NA,NA,NA,NA,NA,NA,1,1,1,19,2,2020,8450,0,47088,"Xiangyang",420,"Hubei"
"74168",74167,20200220,7.88713148809114,66.4025028041414,8.189867,NA,NA,NA,NA,NA,NA,NA,1,1,1,20,2,2020,8451,0,47088,"Xiangyang",420,"Hubei"
"74169",74168,20200221,3.97930675063432,67.6001118231391,9.054024,NA,NA,NA,NA,NA,NA,NA,1,1,1,21,2,2020,8452,0,47088,"Xiangyang",420,"Hubei"
"74170",74169,20200222,0.476155992766341,57.3946394849371,9.097717,NA,NA,NA,NA,NA,NA,NA,1,1,1,22,2,2020,8453,0,47088,"Xiangyang",420,"Hubei"
"74171",74170,20200223,1.03442427920905,64.510309336429,10.444695,NA,NA,NA,NA,NA,NA,NA,1,1,1,23,2,2020,8454,0,47088,"Xiangyang",420,"Hubei"
"74172",74171,20200224,2.92939811438229,45.3552932142758,11.522465,NA,NA,NA,NA,NA,NA,NA,1,1,1,24,2,2020,8455,0,47088,"Xiangyang",420,"Hubei"
"74173",74172,20200225,16.0436798839527,94.8510042290434,12.439535,NA,NA,NA,NA,NA,NA,NA,1,1,1,25,2,2020,8456,0,47088,"Xiangyang",420,"Hubei"
"74174",74173,20200226,13.8046673614949,42.6425743782729,11.166315,NA,NA,NA,NA,NA,NA,NA,1,1,1,26,2,2020,8457,0,47088,"Xiangyang",420,"Hubei"
"74175",74174,20200227,105.944456893238,20.7608271096365,7.5794425,NA,NA,NA,NA,NA,NA,NA,1,1,1,27,2,2020,8458,0,47088,"Xiangyang",420,"Hubei"
"74176",74175,20200228,15.5976362842384,40.8171355643657,6.5563664,NA,NA,NA,NA,NA,NA,NA,1,1,1,28,2,2020,8459,0,47088,"Xiangyang",420,"Hubei"
"74177",74176,20200229,11.2276658302077,28.6065371134191,7.7041397,NA,NA,NA,NA,NA,NA,NA,1,1,1,29,2,2020,8460,0,47088,"Xiangyang",420,"Hubei"
"74178",74177,20200301,3.1444668584529,70.8835186710066,8.792695,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,2020,8461,0,47088,"Xiangyang",420,"Hubei"
"74557",74556,20200101,6.11877917420438,67.5864012257341,3.2730079,63.708332,1.20125,44.791668,27.166666,95.125,51.541668,15,1,0,1,1,1,2020,8401,0,44739,"E'zhou",420,"Hubei"
"74558",74557,20200102,2.71054900843916,67.2300564196337,4.402072,87.916664,1.18125,45,9.25,83.208336,48,12.916667,1,0,1,2,1,2020,8402,0,44739,"E'zhou",420,"Hubei"
"74559",74558,20200103,10.83671253291,69.4280089417052,6.5903087,119.541664,1.1316667,44.75,3.7083333,117.25,80.291664,8.791667,1,0,1,3,1,2020,8403,0,44739,"E'zhou",420,"Hubei"
"74560",74559,20200104,14.8813173031457,65.5154967614397,6.9264617,119.708336,1.2220833,44.375,3.0416667,120.125,91.125,9.291667,1,0,1,4,1,2020,8404,0,44739,"E'zhou",420,"Hubei"
"74561",74560,20200105,43.701203579047,21.6112571474443,7.8608937,70.791664,1.4975001,46.208332,1.6666666,95.916664,71.958336,12.541667,1,0,1,5,1,2020,8405,0,44739,"E'zhou",420,"Hubei"
"74562",74561,20200106,137.197961335284,28.9219703125678,7.5399513,35.875,1.4945834,36.75,6.7083335,54.458332,32.083332,11.5,1,0,1,6,1,2020,8406,0,44739,"E'zhou",420,"Hubei"
"74563",74562,20200107,33.2150526791162,44.328596640239,5.155842,37.958332,1.7733333,38.875,18.458334,29.458334,13.208333,8.958333,1,0,1,7,1,2020,8407,0,44739,"E'zhou",420,"Hubei"
"74564",74563,20200108,104.385316747094,37.4922351907705,4.2562976,61.791668,1.3329166,30.75,43.5,52.458332,34.666668,10.5,1,0,1,8,1,2020,8408,0,44739,"E'zhou",420,"Hubei"
"74565",74564,20200109,64.444420927881,34.7960551122235,3.7691367,35.583332,0.8958333,24.375,45,47,29.291666,9.166667,1,0,1,9,1,2020,8409,0,44739,"E'zhou",420,"Hubei"
"74566",74565,20200110,62.5698539757166,28.5056362574956,3.482969,40.083332,0.75166667,23.625,23.833334,33.708332,19.833334,7,1,0,1,10,1,2020,8410,0,44739,"E'zhou",420,"Hubei"
"74567",74566,20200111,18.144572646415,30.0039153924924,2.622654,45.75,0.79583335,25.875,18.041666,39.625,25.25,7.2916665,1,0,1,11,1,2020,8411,0,44739,"E'zhou",420,"Hubei"
"74568",74567,20200112,2.49516274398225,55.3448211829249,3.1693707,61.25,0.8375,34.166668,23.208334,55.583332,32.625,8.625,1,0,1,12,1,2020,8412,0,44739,"E'zhou",420,"Hubei"
"74569",74568,20200113,0.685296823895241,53.5999996911356,3.7331865,57.125,0.85,39.625,34.5,65.333336,38.916668,10.375,1,0,1,13,1,2020,8413,0,44739,"E'zhou",420,"Hubei"
"74570",74569,20200114,17.271113265591,50.3402479811527,3.6010995,101.708336,0.9245833,31.541666,39.125,85.166664,56,8.833333,1,0,1,14,1,2020,8414,0,44739,"E'zhou",420,"Hubei"
"74571",74570,20200115,86.1281128883803,20.6408256734958,3.7765803,105.166664,1.06125,34.583332,52.541668,110.5,79.583336,10.125,1,0,1,15,1,2020,8415,0,44739,"E'zhou",420,"Hubei"
"74572",74571,20200116,16.9947265809326,22.0466728361298,2.00243,77.291664,1.045,29.5,36.541668,82.5,62.166668,8.083333,1,0,1,16,1,2020,8416,0,44739,"E'zhou",420,"Hubei"
"74573",74572,20200117,2.3433574890934,79.3091863536431,2.5230088,64.583336,1.00875,30.458334,30.875,73.416664,53.458332,7.3333335,1,0,1,17,1,2020,8417,0,44739,"E'zhou",420,"Hubei"
"74574",74573,20200118,2.03081462839179,67.1467129625666,2.668487,67.916664,0.98375,34.875,30.791666,66.333336,44.75,8.75,1,0,1,18,1,2020,8418,0,44739,"E'zhou",420,"Hubei"
"74575",74574,20200119,3.34728840759447,53.8189221424273,4.652615,102.75,1.1679167,39.208332,40.833332,84.708336,56.583332,10.833333,1,0,1,19,1,2020,8419,0,44739,"E'zhou",420,"Hubei"
"74576",74575,20200120,2.74386414463858,58.9295309659235,5.172199,116.583336,1.3275,50.916668,42.75,127.708336,90.708336,12.333333,1,0,1,20,1,2020,8420,0,44739,"E'zhou",420,"Hubei"
"74577",74576,20200121,27.2383255614816,30.0443268335169,5.659293,110.791664,1.2954167,44.791668,65.541664,116.083336,82.875,12.916667,1,0,1,21,1,2020,8421,0,44739,"E'zhou",420,"Hubei"
"74578",74577,20200122,75.3025353807611,23.6060994378081,5.8489304,106.8421,1.22,31.631578,30.631578,97.052635,76.31579,7.631579,1,0,1,22,1,2020,8422,0,44739,"E'zhou",420,"Hubei"
"74579",74578,20200123,76.6884111825467,29.9045934687442,6.507897,98.166664,1.3370833,29.125,20.75,95.5,76.75,6.2083335,1,0,1,23,1,2020,8423,0,44739,"E'zhou",420,"Hubei"
"74580",74579,20200124,92.3605734427807,20.3199976582648,5.2614255,55.875,1.1291667,24.708334,34.458332,75.75,57.541668,6.6666665,1,1,1,24,1,2020,8424,0,44739,"E'zhou",420,"Hubei"
"74581",74580,20200125,84.3757363384259,15.8632178092386,4.569674,73.541664,0.88458335,14.583333,57.833332,64.375,49.166668,6.5,1,1,1,25,1,2020,8425,0,44739,"E'zhou",420,"Hubei"
"74582",74581,20200126,57.2855097419913,21.8257964604982,3.0974617,34.708332,0.7275,11.083333,57.291668,41.375,27.416666,6,1,1,1,26,1,2020,8426,0,44739,"E'zhou",420,"Hubei"
"74583",74582,20200127,4.64913534168846,63.2352859898719,2.712052,55.583332,0.84708333,10.541667,72.625,40.5,26.458334,6,1,1,1,27,1,2020,8427,0,44739,"E'zhou",420,"Hubei"
"74584",74583,20200128,1.37998562989848,63.8495249012681,3.374224,81.791664,0.9745833,14.25,60.541668,65.791664,49.916668,6.9583335,1,1,1,28,1,2020,8428,0,44739,"E'zhou",420,"Hubei"
"74585",74584,20200129,1.84784063734336,63.5985486180257,4.411521,77.791664,1.0541667,20.166666,54.708332,79.25,59.25,8.125,1,1,1,29,1,2020,8429,0,44739,"E'zhou",420,"Hubei"
"74586",74585,20200130,1.53804655581256,91.4186988464391,4.879121,83.041664,1.0816667,16.708334,72.958336,71.041664,55.416668,10.75,1,1,1,30,1,2020,8430,0,44739,"E'zhou",420,"Hubei"
"74587",74586,20200131,2.57269307952547,64.3379510937914,5.4454927,101.875,1.21125,27,68.625,91.541664,73.541664,12,1,1,1,31,1,2020,8431,0,44739,"E'zhou",420,"Hubei"
"74588",74587,20200201,4.13501338922002,78.1122908426556,6.386263,80.5,1.3029166,27.166666,81.375,87.208336,66.458336,14.833333,1,1,1,1,2,2020,8432,0,44739,"E'zhou",420,"Hubei"
"74589",74588,20200202,15.8747857141313,57.8230482470814,7.2114697,83.166664,1.1495833,29.916666,60.375,76.791664,57.833332,13.291667,1,1,1,2,2,2020,8433,0,44739,"E'zhou",420,"Hubei"
"74590",74589,20200203,16.6284777609371,65.7948141945261,6.4809165,80.583336,1.2558333,27.75,64.541664,78.833336,58.125,10.333333,1,1,1,3,2,2020,8434,0,44739,"E'zhou",420,"Hubei"
"74591",74590,20200204,7.37985863311693,77.6029245703556,6.942366,80.416664,1.1216667,34.791668,59.083332,83.166664,62.166668,9.791667,1,1,1,4,2,2020,8435,0,44739,"E'zhou",420,"Hubei"
"74592",74591,20200205,45.2844784855528,89.9807811316711,7.2229953,78,1.0145833,30.625,74.25,76.833336,57.125,10.5,1,1,1,5,2,2020,8436,0,44739,"E'zhou",420,"Hubei"
"74593",74592,20200206,101.857294455654,22.8735752871972,6.5945807,58.916668,0.95416665,18.625,79.833336,64.541664,49.208332,8.541667,1,1,1,6,2,2020,8437,0,44739,"E'zhou",420,"Hubei"
"74594",74593,20200207,5.4878280839446,38.8587549839901,4.7081466,47.75,0.84499997,13.125,46.083332,31.333334,28.541666,6,1,1,1,7,2,2020,8438,0,44739,"E'zhou",420,"Hubei"
"74595",74594,20200208,2.1319757122607,76.4916591354929,4.848429,51.625,0.8275,12.833333,37.583332,36.166668,30.916666,6,1,1,1,8,2,2020,8439,0,44739,"E'zhou",420,"Hubei"
"74596",74595,20200209,1.36072201924294,65.4565688928281,6.8937144,61.083332,1.0433333,15.875,46.875,48.541668,36.041668,7.7083335,1,1,1,9,2,2020,8440,0,44739,"E'zhou",420,"Hubei"
"74597",74596,20200210,22.2920517398384,58.5638411008228,8.283046,72.625,1.3325,25.625,46.791668,61.125,47.333332,9.666667,1,1,1,10,2,2020,8441,0,44739,"E'zhou",420,"Hubei"
"74598",74597,20200211,38.0651843944857,22.4630061084355,9.717243,52.708332,1.3754166,26.125,39.166668,54.291668,43.25,9.666667,1,1,1,11,2,2020,8442,0,44739,"E'zhou",420,"Hubei"
"74599",74598,20200212,13.1407742315791,82.2356433143517,10.195624,49.833332,1.15125,22.875,29.583334,34.666668,31.583334,8.583333,1,1,1,12,2,2020,8443,0,44739,"E'zhou",420,"Hubei"
"74600",74599,20200213,17.9710784005654,65.7082658587732,11.756036,40.833332,1.4366667,22.583334,39.333332,35.875,30.333334,12.5,1,1,1,13,2,2020,8444,0,44739,"E'zhou",420,"Hubei"
"74601",74600,20200214,96.538067115987,19.9295461839342,11.525727,32.541668,1.3708333,17.291666,43.125,26.791666,17.083334,14,1,1,1,14,2,2020,8445,0,44739,"E'zhou",420,"Hubei"
"74602",74601,20200215,161.891065234806,19.5760441134249,6.555654,36.041668,1.0295833,10.625,63.291668,32.458332,19.666666,8.125,1,1,1,15,2,2020,8446,0,44739,"E'zhou",420,"Hubei"
"74603",74602,20200216,20.0025399719374,50.3298232562925,3.4349515,39.208332,0.8666667,9.125,59.625,34.625,15.75,7.8333335,1,1,1,16,2,2020,8447,0,44739,"E'zhou",420,"Hubei"
"74604",74603,20200217,0.611894691127968,70.5274299416575,4.5558186,39.416668,0.86541665,12.458333,60.041668,38.708332,14.708333,10.083333,1,1,1,17,2,2020,8448,0,44739,"E'zhou",420,"Hubei"
"74605",74604,20200218,0.647882243559961,69.1723802215112,5.669175,43.166668,0.87874997,15.333333,78.833336,39.125,18.958334,10.75,1,1,1,18,2,2020,8449,0,44739,"E'zhou",420,"Hubei"
"74606",74605,20200219,1.11568764012019,60.3313600774161,7.4716487,51.458332,1.17625,27.958334,77.041664,42.75,23.333334,15.416667,1,1,1,19,2,2020,8450,0,44739,"E'zhou",420,"Hubei"
"74607",74606,20200220,1.72366570027682,73.336994699625,9.068158,57.458332,1.1279167,25.208334,64.041664,62.916668,41.333332,14.041667,1,1,1,20,2,2020,8451,0,44739,"E'zhou",420,"Hubei"
"74608",74607,20200221,4.98824239124392,73.6993094312829,10.091946,60.166668,0.99625003,19.875,55.125,49.5,32.625,11.083333,1,1,1,21,2,2020,8452,0,44739,"E'zhou",420,"Hubei"
"74609",74608,20200222,0.46672512304379,63.4423421699847,10.002746,65.083336,1.0933334,18.666666,60.791668,64.666664,44.75,8.833333,1,1,1,22,2,2020,8453,0,44739,"E'zhou",420,"Hubei"
"74610",74609,20200223,1.25449476046566,69.3215296303583,12.9127445,68.083336,1.19375,22.875,82.916664,79.291664,38.208332,13.5,1,1,1,23,2,2020,8454,0,44739,"E'zhou",420,"Hubei"
"74611",74610,20200224,3.50491578656069,45.8275150029923,15.219745,59.25,1.47375,23.583334,87.916664,75.25,36.75,16.833334,1,1,1,24,2,2020,8455,0,44739,"E'zhou",420,"Hubei"
"74612",74611,20200225,118.634754598795,99.364902367213,15.153581,90.541664,1.1833333,26.25,58.625,72.041664,50.125,12.416667,1,1,1,25,2,2020,8456,0,44739,"E'zhou",420,"Hubei"
"74613",74612,20200226,13.2570428637009,66.0533920983503,13.3699,67.916664,1.2695833,18.125,49,89.875,65.5,8.708333,1,1,1,26,2,2020,8457,0,44739,"E'zhou",420,"Hubei"
"74614",74613,20200227,40.4570668506215,25.3653324102748,9.970958,52.583332,1.0820833,20.541666,45.958332,48.583332,29.875,7.7083335,1,1,1,27,2,2020,8458,0,44739,"E'zhou",420,"Hubei"
"74615",74614,20200228,51.8249303253579,29.0248317030237,8.889087,33.11111,1.0988889,19.61111,32.38889,48.055557,26.166666,9.111111,1,1,1,28,2,2020,8459,0,44739,"E'zhou",420,"Hubei"
"74616",74615,20200229,47.5868070639083,24.1775511338408,9.303396,32.125,1.08,17.5,54.916668,25.333334,12.333333,8.041667,1,1,1,29,2,2020,8460,0,44739,"E'zhou",420,"Hubei"
"74617",74616,20200301,3.96638634438156,74.3072804865298,9.248422,45.916668,1.2170833,16.791666,61.458332,37.958332,24.833334,8.958333,1,1,1,1,3,2020,8461,0,44739,"E'zhou",420,"Hubei"
"74996",74995,20200101,3.79460204621337,62.7037607798563,2.5027313,105.708336,0.64916664,33.75,33.75,78.833336,54.541668,12.458333,1,0,1,1,1,2020,8401,0,16871,"Jinmen",420,"Hubei"
"74997",74996,20200102,2.82594495471933,62.6306138483245,3.7420924,143.45833,0.78666663,41.375,25.791666,116.708336,100.208336,12.208333,1,0,1,2,1,2020,8402,0,16871,"Jinmen",420,"Hubei"
"74998",74997,20200103,4.59761920621202,64.3838392171745,4.954502,154.25,0.86083335,38.291668,34.708332,97.041664,112.416664,10.083333,1,0,1,3,1,2020,8403,0,16871,"Jinmen",420,"Hubei"
"74999",74998,20200104,28.6515791011606,60.3979501287855,5.815472,188.79167,1.13375,51.875,22.541666,111.75,128.45833,11.916667,1,0,1,4,1,2020,8404,0,16871,"Jinmen",420,"Hubei"
"75000",74999,20200105,53.7576119747607,22.8930535439699,6.1093254,99.291664,1.24625,57.958332,9.416667,94.333336,124.958336,11,1,0,1,5,1,2020,8405,0,16871,"Jinmen",420,"Hubei"
"75001",75000,20200106,176.762491353683,29.2331442809024,5.1168156,39.625,1.2379167,30.375,36.708332,17.458334,37.916668,6.625,1,0,1,6,1,2020,8406,0,16871,"Jinmen",420,"Hubei"
"75002",75001,20200107,20.7224032831764,43.0663923341383,4.633471,45.958332,1.3404167,26.833334,45.333332,15.916667,27.625,7.125,1,0,1,7,1,2020,8407,0,16871,"Jinmen",420,"Hubei"
"75003",75002,20200108,99.0521342606254,54.8628789829156,3.9696279,77.708336,1.2983333,38.75,32.541668,39.916668,46.875,10.458333,1,0,1,8,1,2020,8408,0,16871,"Jinmen",420,"Hubei"
"75004",75003,20200109,28.255504126507,18.6290319197689,2.621226,44.625,0.8595833,24.166666,55.041668,29.083334,38.916668,7.375,1,0,1,9,1,2020,8409,0,16871,"Jinmen",420,"Hubei"
"75005",75004,20200110,32.2225738879981,33.2505295028064,2.2668035,72.75,0.59791666,18.625,50.708332,35.125,50.625,6.25,1,0,1,10,1,2020,8410,0,16871,"Jinmen",420,"Hubei"
"75006",75005,20200111,13.3068159778101,40.7683054265534,3.0832489,81.208336,0.6775,22.791666,51.208332,41.666668,52.791668,8.416667,1,0,1,11,1,2020,8411,0,16871,"Jinmen",420,"Hubei"
"75007",75006,20200112,3.69005240789686,53.1136996281801,3.6579154,86.375,0.84333336,39.875,42.541668,54.416668,61.583332,10.166667,1,0,1,12,1,2020,8412,0,16871,"Jinmen",420,"Hubei"
"75008",75007,20200113,1.08004320102703,50.8282160961293,4.1194825,124.958336,0.92625,35.416668,39.25,67.708336,76.791664,9.875,1,0,1,13,1,2020,8413,0,16871,"Jinmen",420,"Hubei"
"75009",75008,20200114,20.5137923855336,45.1529370184725,2.9005048,161.625,1.1170833,34.291668,45.041668,97.458336,113.666664,10.333333,1,0,1,14,1,2020,8414,0,16871,"Jinmen",420,"Hubei"
