"","X","date","prec","snow","temp","aqi","co","no2","o3","pm10","pm","so2","t_asign","treat","hubei","day","month","year","daynum","north","city_code","city","province_code","province"
"366",365,20200101,0.433082377144817,51.2394012003287,-6.2366734,52.416668,0.6716667,44.291668,13.708333,47.125,28.25,6.125,1,0,0,1,1,2020,8401,1,54613,"Beijing",110,"Beijing"
"367",366,20200102,0.395047851547125,51.7155395691803,-3.6370258,70.583336,1.0025,54.833332,10.5,68.208336,42.583332,7.4583335,1,0,0,2,1,2020,8402,1,54613,"Beijing",110,"Beijing"
"368",367,20200103,0.438016064833022,54.3239336672912,-0.86305463,70.083336,1.22,64.25,15.958333,77.333336,50.916668,7.3333335,1,0,0,3,1,2020,8403,1,54613,"Beijing",110,"Beijing"
"369",368,20200104,0.912422334544612,61.2615273586809,-2.0189233,61.291668,1.2225,62.5,24.291666,72.125,50.541668,8.833333,1,0,0,4,1,2020,8404,1,54613,"Beijing",110,"Beijing"
"370",369,20200105,46.815258477031,37.5568095816402,0.91604376,86.583336,1.1595833,59.916668,12.25,69.833336,49.291668,6.7083335,1,0,0,5,1,2020,8405,1,54613,"Beijing",110,"Beijing"
"371",370,20200106,7.4973581394223,70.1954523462117,-0.7492798,77.083336,1.11375,55.875,18.833334,49.041668,58.958332,4.5416665,1,0,0,6,1,2020,8406,1,54613,"Beijing",110,"Beijing"
"372",371,20200107,3.5774123311239,53.3979199702683,-3.353665,23.25,0.64625,31.958334,58.833332,25.083334,34.041668,3.7916667,1,0,0,7,1,2020,8407,1,54613,"Beijing",110,"Beijing"
"373",372,20200108,1.14850569349581,32.2774742051396,-3.4438035,28.583334,0.37333333,21.333334,61.333332,18.666666,11.75,3.7916667,1,0,0,8,1,2020,8408,1,54613,"Beijing",110,"Beijing"
"374",373,20200109,0.674407324983068,69.8246213023011,-3.707177,49.791668,0.6191667,41.083332,30.416666,30.791666,24.208334,5.125,1,0,0,9,1,2020,8409,1,54613,"Beijing",110,"Beijing"
"375",374,20200110,1.21137216458863,72.9336199623815,-1.1818169,42.833332,0.8145833,47.833332,34.75,43.791668,39.083332,7.0416665,1,0,0,10,1,2020,8410,1,54613,"Beijing",110,"Beijing"
"376",375,20200111,3.25600340764645,68.5567992498717,-2.8924527,22.583334,0.39333335,21.125,59.5,22.333334,13.666667,4.7083335,1,0,0,11,1,2020,8411,1,54613,"Beijing",110,"Beijing"
"377",376,20200112,0.621429271834013,68.1539373238084,-5.3644133,30.208334,0.45374998,32.708332,33,23.833334,15.291667,5.0416665,1,0,0,12,1,2020,8412,1,54613,"Beijing",110,"Beijing"
"378",377,20200113,0.161558637529294,67.5204124788002,-5.4845467,22.375,0.43208334,23.208334,53.5,23.5,15.25,6,1,0,0,13,1,2020,8413,1,54613,"Beijing",110,"Beijing"
"379",378,20200114,0.987220372685457,64.5882174269043,-6.908367,27.666666,0.365,20.333334,53.166668,20.833334,11.541667,4,1,0,0,14,1,2020,8414,1,54613,"Beijing",110,"Beijing"
"380",379,20200115,1.65633669401863,64.0418352457498,-7.248985,65.041664,0.6408333,43.375,20.25,38.791668,29.083334,5.2916665,1,0,0,15,1,2020,8415,1,54613,"Beijing",110,"Beijing"
"381",380,20200116,1.04581179560069,57.5570375090659,-5.7164817,59.416668,0.91375,52.625,34.791668,56.583332,50.791668,7.1666665,1,0,0,16,1,2020,8416,1,54613,"Beijing",110,"Beijing"
"382",381,20200117,0.365377745233743,77.7543158666919,-5.4957867,89.583336,1.195,54.541668,18.708334,58.75,49.208332,9.791667,1,0,0,17,1,2020,8417,1,54613,"Beijing",110,"Beijing"
"383",382,20200118,0.375821019216767,67.188681441814,-4.1576004,191.33333,1.7066667,66.75,19.166666,111.333336,110.708336,8.75,1,0,0,18,1,2020,8418,1,54613,"Beijing",110,"Beijing"
"384",383,20200119,2.19102089537052,61.3803976188136,-4.081419,61.958332,1.2466667,40.583332,65.583336,113.875,93.125,2.8333333,1,0,0,19,1,2020,8419,1,54613,"Beijing",110,"Beijing"
"385",384,20200120,0.543508444646104,56.6153794293623,-2.6254795,27.833334,0.41208333,19.375,63.208332,46.541668,17.625,2.5,1,0,0,20,1,2020,8420,1,54613,"Beijing",110,"Beijing"
"386",385,20200121,1.1874928723429,70.1158280050584,-2.4083545,59.5,0.5708333,29.291666,32.666668,40,24.958334,3.8333333,1,0,0,21,1,2020,8421,1,54613,"Beijing",110,"Beijing"
"387",386,20200122,0.997426143875647,67.8909253450246,-1.9385344,90.947365,0.9984211,47.63158,27.736841,63,55.57895,7.4736843,1,0,0,22,1,2020,8422,1,54613,"Beijing",110,"Beijing"
"388",387,20200123,1.55376975849477,63.4678013827684,-2.4382598,74,1.0720834,45.625,40.166668,67.75,66.083336,7.7083335,1,0,0,23,1,2020,8423,1,54613,"Beijing",110,"Beijing"
"389",388,20200124,1.89140437429984,60.9941496467275,-1.3661582,103.416664,0.8125,25.5,58.791668,70.416664,65.041664,5.4583335,1,0,0,24,1,2020,8424,1,54613,"Beijing",110,"Beijing"
"390",389,20200125,2.14017785293723,68.0540769273234,-3.538245,182.95833,0.7966667,25.041666,51.458332,118.333336,108.166664,8.625,1,0,0,25,1,2020,8425,1,54613,"Beijing",110,"Beijing"
"391",390,20200126,2.22461430216779,64.8771054147958,-2.6430886,190.66667,1.1858333,34.541668,51.708332,141.58333,136.5,9.083333,1,0,0,26,1,2020,8426,1,54613,"Beijing",110,"Beijing"
"392",391,20200127,0.627967423121392,66.176303571243,-1.4543349,203.125,1.96125,37.916668,58.208332,149,164.91667,12.166667,1,0,0,27,1,2020,8427,1,54613,"Beijing",110,"Beijing"
"393",392,20200128,0.758446570891207,64.917174534225,-0.6390977,212.875,1.71,36.958332,67.166664,131.04167,152.83333,9.833333,1,0,0,28,1,2020,8428,1,54613,"Beijing",110,"Beijing"
"394",393,20200129,0.454022369459457,46.2455058056845,-2.2277625,97.708336,1.8245833,33.25,65.333336,111.875,138.125,12.166667,1,0,0,29,1,2020,8429,1,54613,"Beijing",110,"Beijing"
"395",394,20200130,0.280579982662605,86.0419328632673,-1.1231377,64.833336,0.7325,26,57.125,40.125,46.041668,5.625,1,0,0,30,1,2020,8430,1,54613,"Beijing",110,"Beijing"
"396",395,20200131,0.516262858699295,54.6404594814984,-2.0330775,66.208336,0.87624997,27.791666,53.125,51.75,50.208332,4.875,1,0,0,31,1,2020,8431,1,54613,"Beijing",110,"Beijing"
"397",396,20200201,8.68295603208536,81.1882485767681,0.8509856,22.916666,0.42416668,13.833333,71.125,26.583334,20.291666,3.2916667,1,0,0,1,2,2020,8432,1,54613,"Beijing",110,"Beijing"
"398",397,20200202,4.9968444474037,37.1831333360621,-3.1430962,50.041668,0.39166665,11.791667,60.083332,28,24.75,2.2083333,1,0,0,2,2,2020,8433,1,54613,"Beijing",110,"Beijing"
"399",398,20200203,0.614309738760305,47.7191661695877,-4.3518367,31.458334,0.3125,9.375,66.583336,21.75,16.833334,2,1,0,0,3,2,2020,8434,1,54613,"Beijing",110,"Beijing"
"400",399,20200204,0.267920011225465,62.7943813230438,-4.479823,25.458334,0.37208334,13.958333,57.541668,29.708334,19.916666,2,1,0,0,4,2,2020,8435,1,54613,"Beijing",110,"Beijing"
"401",400,20200205,22.4648517519983,92.3666873334262,-3.9289868,39.083332,0.41791666,14.833333,48.041668,21.541666,14.375,2.625,1,0,0,5,2,2020,8436,1,54613,"Beijing",110,"Beijing"
"402",401,20200206,11.5400582626719,51.4669574064416,-7.798297,57.666668,0.7370833,18.041666,45.541668,33.708332,31.791666,3.3333333,1,0,0,6,2,2020,8437,1,54613,"Beijing",110,"Beijing"
"403",402,20200207,0.450212805280914,30.8363603934965,-4.3497,94.875,1.1279167,30.583334,30.291666,44.208332,57.5,3.9166667,1,0,0,7,2,2020,8438,1,54613,"Beijing",110,"Beijing"
"404",403,20200208,0.276805402336297,11.4811810528675,-1.2445723,77.958336,0.96708333,33.666668,43.583332,48.375,65.583336,4,1,0,0,8,2,2020,8439,1,54613,"Beijing",110,"Beijing"
"405",404,20200209,0.207724709616758,66.2462727290492,0.004683101,153.29167,0.9745833,31.666666,44.25,75.041664,82.458336,4.25,1,0,0,9,2,2020,8440,1,54613,"Beijing",110,"Beijing"
"406",405,20200210,0.56345819714293,54.3691275298214,3.6180248,161,1.4316666,45.583332,41,107.833336,126.458336,4,1,1,0,10,2,2020,8441,1,54613,"Beijing",110,"Beijing"
"407",406,20200211,0.828981806301274,48.0112709919022,4.3198295,227.70833,1.7070833,51.833332,55.75,118.333336,145.95833,5.7083335,1,1,0,11,2,2020,8442,1,54613,"Beijing",110,"Beijing"
"408",407,20200212,0.58746039073062,69.8042015635434,4.750049,257.625,2.4054167,49.291668,72.416664,145.95833,200.66667,6.5,1,1,0,12,2,2020,8443,1,54613,"Beijing",110,"Beijing"
"409",408,20200213,37.5084400115302,15.8356890300796,4.365236,249.66667,2.2891667,47.083332,54.75,148.125,211.95833,4.25,1,1,0,13,2,2020,8444,1,54613,"Beijing",110,"Beijing"
"410",409,20200214,203.924342555274,50.6570708586454,0.085430525,77.083336,1.5766666,30.833334,40.583332,98.25,131.79167,2.9583333,1,1,0,14,2,2020,8445,1,54613,"Beijing",110,"Beijing"
"411",410,20200215,40.4937149801073,69.9779565463315,-2.8709207,21.083334,0.39791667,8.875,63.916668,13.5,16.541666,2.2916667,1,1,0,15,2,2020,8446,1,54613,"Beijing",110,"Beijing"
"412",411,20200216,0.522722955985366,51.107016306606,-4.7673135,21.875,0.20875,4.5,68.625,9.291667,4.5,2,1,1,0,16,2,2020,8447,1,54613,"Beijing",110,"Beijing"
"413",412,20200217,0.279112149591407,41.5170969006298,-1.9166995,22.5,0.21833333,6.2916665,68.583336,9.875,3.8333333,2,1,1,0,17,2,2020,8448,1,54613,"Beijing",110,"Beijing"
"414",413,20200218,0.119904968568657,21.2815538128599,1.4756953,27.791666,0.38166666,23.666666,39.625,18.625,11.416667,2.5,1,1,0,18,2,2020,8449,1,54613,"Beijing",110,"Beijing"
"415",414,20200219,0.280092478511771,48.428321824764,1.9309279,73.541664,0.7033333,34.666668,38.25,32.416668,28.875,5.4583335,1,1,0,19,2,2020,8450,1,54613,"Beijing",110,"Beijing"
"416",415,20200220,0.506972068139189,54.1337061894497,1.369527,144.04167,1.3720833,31.083334,62.541668,65.541664,89.041664,9,1,1,0,20,2,2020,8451,1,54613,"Beijing",110,"Beijing"
"417",416,20200221,1.36042170154923,51.6189009610028,1.246143,125.666664,1.2683333,27.875,42.958332,88.791664,107.708336,4.625,1,1,0,21,2,2020,8452,1,54613,"Beijing",110,"Beijing"
"418",417,20200222,0.16869471174859,39.1384259224131,0.8814415,24.166666,0.39791667,11.041667,77.833336,55.583332,28.625,2.5416667,1,1,0,22,2,2020,8453,1,54613,"Beijing",110,"Beijing"
"419",418,20200223,0.308640209882998,47.5130747225392,3.069321,53.666668,0.385,21.708334,55.125,26.625,19.291666,3.2916667,1,1,0,23,2,2020,8454,1,54613,"Beijing",110,"Beijing"
"420",419,20200224,2.94984367890309,39.5917124536839,4.546637,87.875,0.78625,39.166668,35.333332,67.958336,54.458332,5.9166665,1,1,0,24,2,2020,8455,1,54613,"Beijing",110,"Beijing"
"421",420,20200225,0.726021010626049,71.0970793527005,3.7904794,73.666664,0.95375,29.875,57.791668,87.041664,56.708332,9.166667,1,1,0,25,2,2020,8456,1,54613,"Beijing",110,"Beijing"
"422",421,20200226,0.603202030634645,87.2450950823623,2.904088,53.75,0.76916665,24.5,56.25,60.541668,44.708332,7.7083335,1,1,0,26,2,2020,8457,1,54613,"Beijing",110,"Beijing"
"423",422,20200227,3.23814737750813,50.7444786551352,2.4684165,42.375,0.50958335,23.5,45.666668,41.833332,34.208332,4.5,1,1,0,27,2,2020,8458,1,54613,"Beijing",110,"Beijing"
"424",423,20200228,1.12401824501462,52.2289036421215,2.6883123,91.333336,0.55277777,27,49,44.88889,42.333332,3.9444444,1,1,0,28,2,2020,8459,1,54613,"Beijing",110,"Beijing"
"425",424,20200229,22.4147662446493,32.0228558706163,3.4515634,118.833336,0.98,28.583334,29.5,72.083336,89.833336,2.6666667,1,1,0,29,2,2020,8460,1,54613,"Beijing",110,"Beijing"
"426",425,20200301,0.483746245489208,43.3276645437933,1.4392871,40.416668,1.23375,27.708334,37.583332,34.5,51.625,2,1,1,0,1,3,2020,8461,1,54613,"Beijing",110,"Beijing"
"805",804,20200101,0.0160259366966436,58.986418606731,-5.308804,84.166664,0.85583335,56.958332,12.458333,63.666668,38.666668,10.541667,1,0,0,1,1,2020,8401,1,6124,"Tianjin",120,"Tianjin"
"806",805,20200102,0.01444069981226,58.5871896616068,-2.015715,113.291664,1.41,82.416664,10.375,113.75,76.166664,13.75,1,0,0,2,1,2020,8402,1,6124,"Tianjin",120,"Tianjin"
"807",806,20200103,0.0166443307325111,62.05909344845,-0.6600863,182.25,1.7795833,92.25,11.166667,152.75,105.833336,19.416666,1,0,0,3,1,2020,8403,1,6124,"Tianjin",120,"Tianjin"
"808",807,20200104,0.0356026260557826,69.5390936644671,1.38085,194,2.7033334,114.458336,10.666667,199.91667,168,28.583334,1,0,0,4,1,2020,8404,1,6124,"Tianjin",120,"Tianjin"
"809",808,20200105,33.1094536259921,34.0430858062286,1.6325644,78.708336,1.8191667,89.875,6.9583335,99.583336,88.791664,16.958334,1,0,0,5,1,2020,8405,1,6124,"Tianjin",120,"Tianjin"
"810",809,20200106,0.242066255433345,56.8902561231353,0.58497596,101.958336,1.5966667,68.25,11.583333,62,61.75,10.875,1,0,0,6,1,2020,8406,1,6124,"Tianjin",120,"Tianjin"
"811",810,20200107,0.198856453797922,39.5418445964317,-0.6155025,69,1.6533333,62.833332,20.541666,59.458332,75.333336,9.916667,1,0,0,7,1,2020,8407,1,6124,"Tianjin",120,"Tianjin"
"812",811,20200108,0.0459431357452407,50.0939111251691,0.07082246,28.958334,0.615,42,52.666668,24.875,21.958334,6.7083335,1,0,0,8,1,2020,8408,1,6124,"Tianjin",120,"Tianjin"
"813",812,20200109,0.0270754644159954,69.6238956114375,-0.2782898,127.583336,0.99666667,67.041664,21.958334,68.666664,60.916668,7.5833335,1,0,0,9,1,2020,8409,1,6124,"Tianjin",120,"Tianjin"
"814",813,20200110,0.0502581447763945,70.901666016376,-0.028848331,97.875,1.2616667,78,23.125,79.25,83.75,8.833333,1,0,0,10,1,2020,8410,1,6124,"Tianjin",120,"Tianjin"
"815",814,20200111,0.112844542215041,65.7318031763303,0.5174312,42.833332,0.8675,54.25,52.958332,47.416668,42.833332,9.083333,1,0,0,11,1,2020,8411,1,6124,"Tianjin",120,"Tianjin"
"816",815,20200112,0.0222845257848317,67.0023935365491,-1.9754903,52.208332,0.96666664,63.125,23.333334,49.958332,32.708332,13.875,1,0,0,12,1,2020,8412,1,6124,"Tianjin",120,"Tianjin"
"817",816,20200113,0.00557957949772995,65.8030184350943,-1.975907,33.833332,0.625,52.458332,44.166668,38.25,27.833334,7.7083335,1,0,0,13,1,2020,8413,1,6124,"Tianjin",120,"Tianjin"
"818",817,20200114,0.0382364916519913,61.1004220762595,-3.1245844,47.958332,0.6741667,44.25,40.083332,36.041668,18.791666,7.9583335,1,0,0,14,1,2020,8414,1,6124,"Tianjin",120,"Tianjin"
"819",818,20200115,0.0682111733532342,60.618017992375,-3.4691427,166.375,1.27625,70.333336,31.166666,84.75,68.583336,12.416667,1,0,0,15,1,2020,8415,1,6124,"Tianjin",120,"Tianjin"
"820",819,20200116,0.0407889552438654,56.0629403804427,-2.373457,278.625,2.1695833,79.791664,29.458334,195.04167,206.79167,13.416667,1,0,0,16,1,2020,8416,1,6124,"Tianjin",120,"Tianjin"
"821",820,20200117,0.0130474164692749,79.5635702067486,-1.4219236,266.70834,2.4920833,94.333336,18.125,194.16667,220.08333,15.125,1,0,0,17,1,2020,8417,1,6124,"Tianjin",120,"Tianjin"
"822",821,20200118,0.0135124477975466,68.0014118280925,-2.164582,287,2.7145834,72.875,16.708334,214.29167,234.75,11.75,1,0,0,18,1,2020,8418,1,6124,"Tianjin",120,"Tianjin"
"823",822,20200119,0.0658962115094151,62.6820047002751,-1.1633927,106.791664,1.7970834,46.625,40.583332,140.54167,150.08333,7.2083335,1,0,0,19,1,2020,8419,1,6124,"Tianjin",120,"Tianjin"
"824",823,20200120,0.0193219904062574,59.9334061924462,-0.7646514,35.541668,0.80375,38.5,53.375,62.791668,43.875,7.375,1,0,0,20,1,2020,8420,1,6124,"Tianjin",120,"Tianjin"
"825",824,20200121,0.0417769225344927,76.490171173749,0.035059605,60.833332,0.7295833,47.083332,28.625,32.333332,20.458334,11.5,1,0,0,21,1,2020,8421,1,6124,"Tianjin",120,"Tianjin"
"826",825,20200122,0.0403519379095189,73.3530472262276,0.38799977,215.05263,1.7815789,74.1579,23.578947,122.8421,106.36842,14,1,0,0,22,1,2020,8422,1,6124,"Tianjin",120,"Tianjin"
"827",826,20200123,0.0628725424956181,69.5249790066072,1.8754482,205.375,1.98375,70.041664,37.458332,181.08333,190.875,11,1,0,0,23,1,2020,8423,1,6124,"Tianjin",120,"Tianjin"
"828",827,20200124,0.0756441247446739,66.7913309800757,1.6229424,76.583336,0.99875,33.958332,65.416664,77.791664,92.041664,10.583333,1,0,0,24,1,2020,8424,1,6124,"Tianjin",120,"Tianjin"
"829",828,20200125,0.0872985478303739,70.6447794545177,-0.31440395,97.416664,0.6175,26.208334,59.583332,47.875,50.291668,8.416667,1,0,0,25,1,2020,8425,1,6124,"Tianjin",120,"Tianjin"
"830",829,20200126,0.0953210659987786,64.9723350468247,-0.51064134,260.33334,1.17,38.75,56.041668,159.25,147.20833,11.208333,1,0,0,26,1,2020,8426,1,6124,"Tianjin",120,"Tianjin"
"831",830,20200127,0.024130000109518,72.5191684435699,-0.2106747,285.91666,1.8208333,44.416668,60.041668,227.375,232.58333,12.541667,1,0,0,27,1,2020,8427,1,6124,"Tianjin",120,"Tianjin"
"832",831,20200128,0.0345706922546066,71.4883227273667,1.8769137,249.45833,2.0558333,46.791668,63.791668,210.25,232.33333,14.5,1,0,0,28,1,2020,8428,1,6124,"Tianjin",120,"Tianjin"
"833",832,20200129,0.0161241945732919,38.1747279985684,0.48537013,113.916664,1.7958333,44.083332,53.916668,109.208336,141.25,16.166666,1,0,0,29,1,2020,8429,1,6124,"Tianjin",120,"Tianjin"
"834",833,20200130,0.00973206925774712,92.7432767713056,0.08425299,41.5,1.2991667,32.5,57.583332,39.625,47.25,15.375,1,0,0,30,1,2020,8430,1,6124,"Tianjin",120,"Tianjin"
"835",834,20200131,0.018325490056222,61.710089554637,1.2826277,116.375,1.1675,36.25,57.458332,43.625,43.666668,16.791666,1,0,0,31,1,2020,8431,1,6124,"Tianjin",120,"Tianjin"
"836",835,20200201,19.8532261361649,85.8246705356653,1.6837925,48.458332,1.0979166,30.833334,70.625,70.416664,74.875,11.958333,1,0,0,1,2,2020,8432,1,6124,"Tianjin",120,"Tianjin"
"837",836,20200202,10.0188676193187,29.13700947762,0.67560995,40.791668,0.49541667,17.125,70.958336,26.291666,21.583334,6.7916665,1,0,0,2,2,2020,8433,1,6124,"Tianjin",120,"Tianjin"
"838",837,20200203,0.023705194030868,50.897103671687,-1.218245,37,0.56791663,18.708334,68.333336,22.541666,24.208334,5.875,1,0,0,3,2,2020,8434,1,6124,"Tianjin",120,"Tianjin"
"839",838,20200204,0.0108911872898954,66.3809097594263,-1.1205512,47.416668,1.06625,32.958332,45.208332,41.333332,33.958332,10.625,1,0,0,4,2,2020,8435,1,6124,"Tianjin",120,"Tianjin"
"840",839,20200205,12.9578380816158,95.1481014163085,-2.1753085,29.416666,0.725,24.708334,54.5,30.208334,18.958334,8.791667,1,0,0,5,2,2020,8436,1,6124,"Tianjin",120,"Tianjin"
"841",840,20200206,0.0930574815717415,56.4761279920706,-4.1123033,39.208332,0.46916667,15.166667,62.625,23.041666,17.75,6.2083335,1,1,0,6,2,2020,8437,1,6124,"Tianjin",120,"Tianjin"
"842",841,20200207,0.0166961097850673,41.4982803249299,-2.011239,129.91667,0.89375,25.333334,36.666668,61.625,61.125,6.5833335,1,1,0,7,2,2020,8438,1,6124,"Tianjin",120,"Tianjin"
"843",842,20200208,0.0103033273891123,30.820781805162,0.284185,138.83333,1.2358333,30,39.708332,117.291664,120.166664,6.375,1,1,0,8,2,2020,8439,1,6124,"Tianjin",120,"Tianjin"
"844",843,20200209,0.0073983074518783,70.9338199720323,0.75122106,192.70833,1.3629167,33.958332,51.041668,96.875,107.916664,9.416667,1,1,0,9,2,2020,8440,1,6124,"Tianjin",120,"Tianjin"
"845",844,20200210,0.0223124060185428,61.68940589823,4.989257,220.25,2.0091667,51.958332,39.916668,152.125,165.66667,10.416667,1,1,0,10,2,2020,8441,1,6124,"Tianjin",120,"Tianjin"
"846",845,20200211,0.0340391936485169,56.0342782599501,6.490923,168.41667,1.8379166,67.166664,38.25,133.54167,152.20833,12.041667,1,1,0,11,2,2020,8442,1,6124,"Tianjin",120,"Tianjin"
"847",846,20200212,0.0228296280815004,74.1090537864259,7.3917146,137.45833,1.4783334,66.208336,38.291668,92,113.708336,10.375,1,1,0,12,2,2020,8443,1,6124,"Tianjin",120,"Tianjin"
"848",847,20200213,0.165977624842403,29.871707783361,8.682332,137.29167,1.205,43.375,39.583332,82.833336,98.125,10.833333,1,1,0,13,2,2020,8444,1,6124,"Tianjin",120,"Tianjin"
"849",848,20200214,91.086375424739,33.1142692383931,3.2871313,67.875,1.1708333,30.166666,55.25,86.625,86.958336,7.9583335,1,1,0,14,2,2020,8445,1,6124,"Tianjin",120,"Tianjin"
"850",849,20200215,298.660966073342,57.0076052176819,-2.1569297,22.125,0.5154167,11.041667,65.375,17.791666,19.166666,5,1,1,0,15,2,2020,8446,1,6124,"Tianjin",120,"Tianjin"
"851",850,20200216,0.0201493662306664,51.3103630604228,-1.566294,23.125,0.31541666,8.625,72.458336,8.958333,8.083333,4.125,1,1,0,16,2,2020,8447,1,6124,"Tianjin",120,"Tianjin"
"852",851,20200217,0.0101105351305681,41.2172864255769,1.7247162,23.125,0.335,10.916667,72.375,10.375,7.2083335,4.0833335,1,1,0,17,2,2020,8448,1,6124,"Tianjin",120,"Tianjin"
"853",852,20200218,0.00419839506109605,30.5549384119977,3.8274517,55.291668,0.6308333,30,47.625,29.708334,23.291666,8.833333,1,1,0,18,2,2020,8449,1,6124,"Tianjin",120,"Tianjin"
"854",853,20200219,0.0101327897575839,53.8238859542704,5.1276193,121.083336,1.0841666,54.416668,25.958334,65.125,64.5,9.958333,1,1,0,19,2,2020,8450,1,6124,"Tianjin",120,"Tianjin"
"855",854,20200220,0.033679671620274,61.4670175434242,3.194817,120.458336,1.1908333,35.125,52.75,76.458336,93.166664,6.125,1,1,0,20,2,2020,8451,1,6124,"Tianjin",120,"Tianjin"
"856",855,20200221,0.062193430217577,58.9481306351256,4.585159,155.5,1.1216667,38.666668,36.291668,95.666664,106.25,6,1,1,0,21,2,2020,8452,1,6124,"Tianjin",120,"Tianjin"
"857",856,20200222,0.00596375539573823,46.9083391466154,4.4332223,27.833334,0.6954167,22.166666,78.041664,71.5,60.208332,5.625,1,1,0,22,2,2020,8453,1,6124,"Tianjin",120,"Tianjin"
"858",857,20200223,0.0111634096266746,55.8118354288861,7.4291196,66.625,0.54125,34.666668,56.833332,38.416668,22.625,9.916667,1,1,0,23,2,2020,8454,1,6124,"Tianjin",120,"Tianjin"
"859",858,20200224,0.212047118450119,33.3225855337772,8.328059,114.875,1.20875,58.875,35.25,113,74.5,12.041667,1,1,0,24,2,2020,8455,1,6124,"Tianjin",120,"Tianjin"
"860",859,20200225,0.0303653078520778,77.5670731655293,4.998283,57.583332,1.08,35.041668,60.208332,74.583336,59.583332,13.625,1,1,0,25,2,2020,8456,1,6124,"Tianjin",120,"Tianjin"
"861",860,20200226,0.0229727769396513,90.0260070228665,3.9440234,43.708332,0.8625,43.333332,43.875,46.833332,30.541666,15.458333,1,1,0,26,2,2020,8457,1,6124,"Tianjin",120,"Tianjin"
"862",861,20200227,0.158285588440951,46.6231804239801,4.686703,33.791668,0.56874996,33.083332,56.833332,31.416666,21.416666,11.666667,1,1,0,27,2,2020,8458,1,6124,"Tianjin",120,"Tianjin"
"863",862,20200228,0.0534622365351916,43.8471177843984,4.5357256,88.888885,0.70055556,36.61111,41.333332,39.944443,41.944443,12.222222,1,1,0,28,2,2020,8459,1,6124,"Tianjin",120,"Tianjin"
"864",863,20200229,0.0853321674405865,32.8786503950035,4.538435,98.375,0.935,26.166666,62,55.166668,73.166664,6.1666665,1,1,0,29,2,2020,8460,1,6124,"Tianjin",120,"Tianjin"
"865",864,20200301,0.0175013961035887,51.4908564181228,4.7328563,59.458332,1.0108334,32.666668,41.458332,51.75,61.25,4.9583335,1,1,0,1,3,2020,8461,1,6124,"Tianjin",120,"Tianjin"
"1244",1243,20200101,0.136009215080321,43.301066907943,-4.369565,95.208336,1.27,51.291668,15.375,105.666664,47.625,22.625,1,0,0,1,1,2020,8401,1,71005,"Shijiangzhuang",130,"Hebei"
"1245",1244,20200102,0.119829139778818,42.0908985846712,-1.6235193,130.54167,1.7570833,70.041664,12.666667,152.20833,83.083336,28.166666,1,0,0,2,1,2020,8402,1,71005,"Shijiangzhuang",130,"Hebei"
"1246",1245,20200103,0.128350048671217,42.740535906619,0.22904798,181.29167,2.3295834,85.416664,17.5,192.375,115.875,34.75,1,0,0,3,1,2020,8403,1,71005,"Shijiangzhuang",130,"Hebei"
"1247",1246,20200104,0.383095763322331,57.5063149360534,0.7516151,226.29167,3.315,98.375,22.25,242.04167,157.41667,48.958332,1,0,0,4,1,2020,8404,1,71005,"Shijiangzhuang",130,"Hebei"
"1248",1247,20200105,89.6193786839861,19.5605683961465,1.7519355,199.20833,3.2154167,104.25,13.708333,260.91666,185.125,35.583332,1,0,0,5,1,2020,8405,1,71005,"Shijiangzhuang",130,"Hebei"
"1249",1248,20200106,2.1103743893817,98.1536352206579,-1.2841387,126.25,2.04625,67.916664,24.666666,137.29167,109.541664,13.208333,1,0,0,6,1,2020,8406,1,71005,"Shijiangzhuang",130,"Hebei"
"1250",1249,20200107,1.67926534531008,47.0380021772949,-0.9661545,120.958336,1.7933333,49.333332,33.458332,122.666664,104.041664,11,1,0,0,7,1,2020,8407,1,71005,"Shijiangzhuang",130,"Hebei"
"1251",1250,20200108,0.447212913978448,51.4578316860526,-1.6949673,128.125,1.3841667,47.333332,36.208332,91.125,73.583336,12.958333,1,0,0,8,1,2020,8408,1,71005,"Shijiangzhuang",130,"Hebei"
"1252",1251,20200109,0.292367424228505,41.2726742337344,-1.8969172,195.375,2.6695833,65.166664,24.666666,171.41667,134.375,14.916667,1,0,0,9,1,2020,8409,1,71005,"Shijiangzhuang",130,"Hebei"
"1253",1252,20200110,0.432282530696352,41.2043534663402,-2.8820474,229.875,3.0233333,67.375,17.875,224.70833,164.20833,14.083333,1,0,0,10,1,2020,8410,1,71005,"Shijiangzhuang",130,"Hebei"
"1254",1253,20200111,4.30611444356023,41.1690645786392,-3.2269957,175.08333,2.9950001,80.333336,20.916666,235.75,175,15,1,0,0,11,1,2020,8411,1,71005,"Shijiangzhuang",130,"Hebei"
"1255",1254,20200112,0.200394915317618,41.1151371301664,-3.439189,174.41667,1.7975,68.916664,25.041666,162.375,117.375,14.125,1,0,0,12,1,2020,8412,1,71005,"Shijiangzhuang",130,"Hebei"
"1256",1255,20200113,0.0623050596781436,41.0582593565124,-2.7055743,239.95833,2.09,79.041664,21.958334,220.08333,165.70833,18.166666,1,0,0,13,1,2020,8413,1,71005,"Shijiangzhuang",130,"Hebei"
