,date,prec,snow,temp,aqi,co,no2,o3,pm10,pm,so2,t_asign,treat,hubei,day,month,year,daynum,north,city_code
365,20200101,0.433082377,51.2394012,-6.2366734,52.416668,0.6716667,44.291668,13.708333,47.125,28.25,6.125,1,0,0,1,1,2020,8401,1,54613
366,20200102,0.395047852,51.71553957,-3.6370258,70.583336,1.0025,54.833332,10.5,68.208336,42.583332,7.4583335,1,0,0,2,1,2020,8402,1,54613
367,20200103,0.438016065,54.32393367,-0.86305463,70.083336,1.22,64.25,15.958333,77.333336,50.916668,7.3333335,1,0,0,3,1,2020,8403,1,54613
368,20200104,0.912422335,61.26152736,-2.0189233,61.291668,1.2225,62.5,24.291666,72.125,50.541668,8.833333,1,0,0,4,1,2020,8404,1,54613
369,20200105,46.81525848,37.55680958,0.91604376,86.583336,1.1595833,59.916668,12.25,69.833336,49.291668,6.7083335,1,0,0,5,1,2020,8405,1,54613
370,20200106,7.497358139,70.19545235,-0.7492798,77.083336,1.11375,55.875,18.833334,49.041668,58.958332,4.5416665,1,0,0,6,1,2020,8406,1,54613
371,20200107,3.577412331,53.39791997,-3.353665,23.25,0.64625,31.958334,58.833332,25.083334,34.041668,3.7916667,1,0,0,7,1,2020,8407,1,54613
372,20200108,1.148505693,32.27747421,-3.4438035,28.583334,0.37333333,21.333334,61.333332,18.666666,11.75,3.7916667,1,0,0,8,1,2020,8408,1,54613
373,20200109,0.674407325,69.8246213,-3.707177,49.791668,0.6191667,41.083332,30.416666,30.791666,24.208334,5.125,1,0,0,9,1,2020,8409,1,54613
374,20200110,1.211372165,72.93361996,-1.1818169,42.833332,0.8145833,47.833332,34.75,43.791668,39.083332,7.0416665,1,0,0,10,1,2020,8410,1,54613
375,20200111,3.256003408,68.55679925,-2.8924527,22.583334,0.39333335,21.125,59.5,22.333334,13.666667,4.7083335,1,0,0,11,1,2020,8411,1,54613
376,20200112,0.621429272,68.15393732,-5.3644133,30.208334,0.45374998,32.708332,33,23.833334,15.291667,5.0416665,1,0,0,12,1,2020,8412,1,54613
377,20200113,0.161558638,67.52041248,-5.4845467,22.375,0.43208334,23.208334,53.5,23.5,15.25,6,1,0,0,13,1,2020,8413,1,54613
378,20200114,0.987220373,64.58821743,-6.908367,27.666666,0.365,20.333334,53.166668,20.833334,11.541667,4,1,0,0,14,1,2020,8414,1,54613
379,20200115,1.656336694,64.04183525,-7.248985,65.041664,0.6408333,43.375,20.25,38.791668,29.083334,5.2916665,1,0,0,15,1,2020,8415,1,54613
380,20200116,1.045811796,57.55703751,-5.7164817,59.416668,0.91375,52.625,34.791668,56.583332,50.791668,7.1666665,1,0,0,16,1,2020,8416,1,54613
381,20200117,0.365377745,77.75431587,-5.4957867,89.583336,1.195,54.541668,18.708334,58.75,49.208332,9.791667,1,0,0,17,1,2020,8417,1,54613
382,20200118,0.375821019,67.18868144,-4.1576004,191.33333,1.7066667,66.75,19.166666,111.333336,110.708336,8.75,1,0,0,18,1,2020,8418,1,54613
383,20200119,2.191020895,61.38039762,-4.081419,61.958332,1.2466667,40.583332,65.583336,113.875,93.125,2.8333333,1,0,0,19,1,2020,8419,1,54613
384,20200120,0.543508445,56.61537943,-2.6254795,27.833334,0.41208333,19.375,63.208332,46.541668,17.625,2.5,1,0,0,20,1,2020,8420,1,54613
385,20200121,1.187492872,70.11582801,-2.4083545,59.5,0.5708333,29.291666,32.666668,40,24.958334,3.8333333,1,0,0,21,1,2020,8421,1,54613
386,20200122,0.997426144,67.89092535,-1.9385344,90.947365,0.9984211,47.63158,27.736841,63,55.57895,7.4736843,1,0,0,22,1,2020,8422,1,54613
387,20200123,1.553769758,63.46780138,-2.4382598,74,1.0720834,45.625,40.166668,67.75,66.083336,7.7083335,1,0,0,23,1,2020,8423,1,54613
388,20200124,1.891404374,60.99414965,-1.3661582,103.416664,0.8125,25.5,58.791668,70.416664,65.041664,5.4583335,1,0,0,24,1,2020,8424,1,54613
389,20200125,2.140177853,68.05407693,-3.538245,182.95833,0.7966667,25.041666,51.458332,118.333336,108.166664,8.625,1,0,0,25,1,2020,8425,1,54613
390,20200126,2.224614302,64.87710541,-2.6430886,190.66667,1.1858333,34.541668,51.708332,141.58333,136.5,9.083333,1,0,0,26,1,2020,8426,1,54613
391,20200127,0.627967423,66.17630357,-1.4543349,203.125,1.96125,37.916668,58.208332,149,164.91667,12.166667,1,0,0,27,1,2020,8427,1,54613
392,20200128,0.758446571,64.91717453,-0.6390977,212.875,1.71,36.958332,67.166664,131.04167,152.83333,9.833333,1,0,0,28,1,2020,8428,1,54613
393,20200129,0.454022369,46.24550581,-2.2277625,97.708336,1.8245833,33.25,65.333336,111.875,138.125,12.166667,1,0,0,29,1,2020,8429,1,54613
394,20200130,0.280579983,86.04193286,-1.1231377,64.833336,0.7325,26,57.125,40.125,46.041668,5.625,1,0,0,30,1,2020,8430,1,54613
395,20200131,0.516262859,54.64045948,-2.0330775,66.208336,0.87624997,27.791666,53.125,51.75,50.208332,4.875,1,0,0,31,1,2020,8431,1,54613
396,20200201,8.682956032,81.18824858,0.8509856,22.916666,0.42416668,13.833333,71.125,26.583334,20.291666,3.2916667,1,0,0,1,2,2020,8432,1,54613
397,20200202,4.996844447,37.18313334,-3.1430962,50.041668,0.39166665,11.791667,60.083332,28,24.75,2.2083333,1,0,0,2,2,2020,8433,1,54613
398,20200203,0.614309739,47.71916617,-4.3518367,31.458334,0.3125,9.375,66.583336,21.75,16.833334,2,1,0,0,3,2,2020,8434,1,54613
399,20200204,0.267920011,62.79438132,-4.479823,25.458334,0.37208334,13.958333,57.541668,29.708334,19.916666,2,1,0,0,4,2,2020,8435,1,54613
400,20200205,22.46485175,92.36668733,-3.9289868,39.083332,0.41791666,14.833333,48.041668,21.541666,14.375,2.625,1,0,0,5,2,2020,8436,1,54613
401,20200206,11.54005826,51.46695741,-7.798297,57.666668,0.7370833,18.041666,45.541668,33.708332,31.791666,3.3333333,1,0,0,6,2,2020,8437,1,54613
402,20200207,0.450212805,30.83636039,-4.3497,94.875,1.1279167,30.583334,30.291666,44.208332,57.5,3.9166667,1,0,0,7,2,2020,8438,1,54613
403,20200208,0.276805402,11.48118105,-1.2445723,77.958336,0.96708333,33.666668,43.583332,48.375,65.583336,4,1,0,0,8,2,2020,8439,1,54613
404,20200209,0.20772471,66.24627273,0.004683101,153.29167,0.9745833,31.666666,44.25,75.041664,82.458336,4.25,1,0,0,9,2,2020,8440,1,54613
405,20200210,0.563458197,54.36912753,3.6180248,161,1.4316666,45.583332,41,107.833336,126.458336,4,1,1,0,10,2,2020,8441,1,54613
406,20200211,0.828981806,48.01127099,4.3198295,227.70833,1.7070833,51.833332,55.75,118.333336,145.95833,5.7083335,1,1,0,11,2,2020,8442,1,54613
407,20200212,0.587460391,69.80420156,4.750049,257.625,2.4054167,49.291668,72.416664,145.95833,200.66667,6.5,1,1,0,12,2,2020,8443,1,54613
408,20200213,37.50844001,15.83568903,4.365236,249.66667,2.2891667,47.083332,54.75,148.125,211.95833,4.25,1,1,0,13,2,2020,8444,1,54613
409,20200214,203.9243426,50.65707086,0.085430525,77.083336,1.5766666,30.833334,40.583332,98.25,131.79167,2.9583333,1,1,0,14,2,2020,8445,1,54613
410,20200215,40.49371498,69.97795655,-2.8709207,21.083334,0.39791667,8.875,63.916668,13.5,16.541666,2.2916667,1,1,0,15,2,2020,8446,1,54613
411,20200216,0.522722956,51.10701631,-4.7673135,21.875,0.20875,4.5,68.625,9.291667,4.5,2,1,1,0,16,2,2020,8447,1,54613
412,20200217,0.27911215,41.5170969,-1.9166995,22.5,0.21833333,6.2916665,68.583336,9.875,3.8333333,2,1,1,0,17,2,2020,8448,1,54613
413,20200218,0.119904969,21.28155381,1.4756953,27.791666,0.38166666,23.666666,39.625,18.625,11.416667,2.5,1,1,0,18,2,2020,8449,1,54613
414,20200219,0.280092479,48.42832182,1.9309279,73.541664,0.7033333,34.666668,38.25,32.416668,28.875,5.4583335,1,1,0,19,2,2020,8450,1,54613
415,20200220,0.506972068,54.13370619,1.369527,144.04167,1.3720833,31.083334,62.541668,65.541664,89.041664,9,1,1,0,20,2,2020,8451,1,54613
416,20200221,1.360421702,51.61890096,1.246143,125.666664,1.2683333,27.875,42.958332,88.791664,107.708336,4.625,1,1,0,21,2,2020,8452,1,54613
417,20200222,0.168694712,39.13842592,0.8814415,24.166666,0.39791667,11.041667,77.833336,55.583332,28.625,2.5416667,1,1,0,22,2,2020,8453,1,54613
418,20200223,0.30864021,47.51307472,3.069321,53.666668,0.385,21.708334,55.125,26.625,19.291666,3.2916667,1,1,0,23,2,2020,8454,1,54613
419,20200224,2.949843679,39.59171245,4.546637,87.875,0.78625,39.166668,35.333332,67.958336,54.458332,5.9166665,1,1,0,24,2,2020,8455,1,54613
420,20200225,0.726021011,71.09707935,3.7904794,73.666664,0.95375,29.875,57.791668,87.041664,56.708332,9.166667,1,1,0,25,2,2020,8456,1,54613
421,20200226,0.603202031,87.24509508,2.904088,53.75,0.76916665,24.5,56.25,60.541668,44.708332,7.7083335,1,1,0,26,2,2020,8457,1,54613
422,20200227,3.238147378,50.74447866,2.4684165,42.375,0.50958335,23.5,45.666668,41.833332,34.208332,4.5,1,1,0,27,2,2020,8458,1,54613
423,20200228,1.124018245,52.22890364,2.6883123,91.333336,0.55277777,27,49,44.88889,42.333332,3.9444444,1,1,0,28,2,2020,8459,1,54613
424,20200229,22.41476624,32.02285587,3.4515634,118.833336,0.98,28.583334,29.5,72.083336,89.833336,2.6666667,1,1,0,29,2,2020,8460,1,54613
425,20200301,0.483746245,43.32766454,1.4392871,40.416668,1.23375,27.708334,37.583332,34.5,51.625,2,1,1,0,1,3,2020,8461,1,54613
804,20200101,0.016025937,58.98641861,-5.308804,84.166664,0.85583335,56.958332,12.458333,63.666668,38.666668,10.541667,1,0,0,1,1,2020,8401,1,6124
805,20200102,0.0144407,58.58718966,-2.015715,113.291664,1.41,82.416664,10.375,113.75,76.166664,13.75,1,0,0,2,1,2020,8402,1,6124
806,20200103,0.016644331,62.05909345,-0.6600863,182.25,1.7795833,92.25,11.166667,152.75,105.833336,19.416666,1,0,0,3,1,2020,8403,1,6124
807,20200104,0.035602626,69.53909366,1.38085,194,2.7033334,114.458336,10.666667,199.91667,168,28.583334,1,0,0,4,1,2020,8404,1,6124
808,20200105,33.10945363,34.04308581,1.6325644,78.708336,1.8191667,89.875,6.9583335,99.583336,88.791664,16.958334,1,0,0,5,1,2020,8405,1,6124
809,20200106,0.242066255,56.89025612,0.58497596,101.958336,1.5966667,68.25,11.583333,62,61.75,10.875,1,0,0,6,1,2020,8406,1,6124
810,20200107,0.198856454,39.5418446,-0.6155025,69,1.6533333,62.833332,20.541666,59.458332,75.333336,9.916667,1,0,0,7,1,2020,8407,1,6124
811,20200108,0.045943136,50.09391113,0.07082246,28.958334,0.615,42,52.666668,24.875,21.958334,6.7083335,1,0,0,8,1,2020,8408,1,6124
812,20200109,0.027075464,69.62389561,-0.2782898,127.583336,0.99666667,67.041664,21.958334,68.666664,60.916668,7.5833335,1,0,0,9,1,2020,8409,1,6124
813,20200110,0.050258145,70.90166602,-0.028848331,97.875,1.2616667,78,23.125,79.25,83.75,8.833333,1,0,0,10,1,2020,8410,1,6124
814,20200111,0.112844542,65.73180318,0.5174312,42.833332,0.8675,54.25,52.958332,47.416668,42.833332,9.083333,1,0,0,11,1,2020,8411,1,6124
815,20200112,0.022284526,67.00239354,-1.9754903,52.208332,0.96666664,63.125,23.333334,49.958332,32.708332,13.875,1,0,0,12,1,2020,8412,1,6124
816,20200113,0.005579579,65.80301844,-1.975907,33.833332,0.625,52.458332,44.166668,38.25,27.833334,7.7083335,1,0,0,13,1,2020,8413,1,6124
817,20200114,0.038236492,61.10042208,-3.1245844,47.958332,0.6741667,44.25,40.083332,36.041668,18.791666,7.9583335,1,0,0,14,1,2020,8414,1,6124
818,20200115,0.068211173,60.61801799,-3.4691427,166.375,1.27625,70.333336,31.166666,84.75,68.583336,12.416667,1,0,0,15,1,2020,8415,1,6124
819,20200116,0.040788955,56.06294038,-2.373457,278.625,2.1695833,79.791664,29.458334,195.04167,206.79167,13.416667,1,0,0,16,1,2020,8416,1,6124
820,20200117,0.013047416,79.56357021,-1.4219236,266.70834,2.4920833,94.333336,18.125,194.16667,220.08333,15.125,1,0,0,17,1,2020,8417,1,6124
821,20200118,0.013512448,68.00141183,-2.164582,287,2.7145834,72.875,16.708334,214.29167,234.75,11.75,1,0,0,18,1,2020,8418,1,6124
822,20200119,0.065896212,62.6820047,-1.1633927,106.791664,1.7970834,46.625,40.583332,140.54167,150.08333,7.2083335,1,0,0,19,1,2020,8419,1,6124
823,20200120,0.01932199,59.93340619,-0.7646514,35.541668,0.80375,38.5,53.375,62.791668,43.875,7.375,1,0,0,20,1,2020,8420,1,6124
824,20200121,0.041776923,76.49017117,0.035059605,60.833332,0.7295833,47.083332,28.625,32.333332,20.458334,11.5,1,0,0,21,1,2020,8421,1,6124
825,20200122,0.040351938,73.35304723,0.38799977,215.05263,1.7815789,74.1579,23.578947,122.8421,106.36842,14,1,0,0,22,1,2020,8422,1,6124
826,20200123,0.062872542,69.52497901,1.8754482,205.375,1.98375,70.041664,37.458332,181.08333,190.875,11,1,0,0,23,1,2020,8423,1,6124
827,20200124,0.075644125,66.79133098,1.6229424,76.583336,0.99875,33.958332,65.416664,77.791664,92.041664,10.583333,1,0,0,24,1,2020,8424,1,6124
828,20200125,0.087298548,70.64477945,-0.31440395,97.416664,0.6175,26.208334,59.583332,47.875,50.291668,8.416667,1,0,0,25,1,2020,8425,1,6124
829,20200126,0.095321066,64.97233505,-0.51064134,260.33334,1.17,38.75,56.041668,159.25,147.20833,11.208333,1,0,0,26,1,2020,8426,1,6124
830,20200127,0.02413,72.51916844,-0.2106747,285.91666,1.8208333,44.416668,60.041668,227.375,232.58333,12.541667,1,0,0,27,1,2020,8427,1,6124
831,20200128,0.034570692,71.48832273,1.8769137,249.45833,2.0558333,46.791668,63.791668,210.25,232.33333,14.5,1,0,0,28,1,2020,8428,1,6124
832,20200129,0.016124195,38.174728,0.48537013,113.916664,1.7958333,44.083332,53.916668,109.208336,141.25,16.166666,1,0,0,29,1,2020,8429,1,6124
833,20200130,0.009732069,92.74327677,0.08425299,41.5,1.2991667,32.5,57.583332,39.625,47.25,15.375,1,0,0,30,1,2020,8430,1,6124
834,20200131,0.01832549,61.71008955,1.2826277,116.375,1.1675,36.25,57.458332,43.625,43.666668,16.791666,1,0,0,31,1,2020,8431,1,6124
835,20200201,19.85322614,85.82467054,1.6837925,48.458332,1.0979166,30.833334,70.625,70.416664,74.875,11.958333,1,0,0,1,2,2020,8432,1,6124
836,20200202,10.01886762,29.13700948,0.67560995,40.791668,0.49541667,17.125,70.958336,26.291666,21.583334,6.7916665,1,0,0,2,2,2020,8433,1,6124
837,20200203,0.023705194,50.89710367,-1.218245,37,0.56791663,18.708334,68.333336,22.541666,24.208334,5.875,1,0,0,3,2,2020,8434,1,6124
838,20200204,0.010891187,66.38090976,-1.1205512,47.416668,1.06625,32.958332,45.208332,41.333332,33.958332,10.625,1,0,0,4,2,2020,8435,1,6124
839,20200205,12.95783808,95.14810142,-2.1753085,29.416666,0.725,24.708334,54.5,30.208334,18.958334,8.791667,1,0,0,5,2,2020,8436,1,6124
840,20200206,0.093057482,56.47612799,-4.1123033,39.208332,0.46916667,15.166667,62.625,23.041666,17.75,6.2083335,1,1,0,6,2,2020,8437,1,6124
841,20200207,0.01669611,41.49828032,-2.011239,129.91667,0.89375,25.333334,36.666668,61.625,61.125,6.5833335,1,1,0,7,2,2020,8438,1,6124
842,20200208,0.010303327,30.82078181,0.284185,138.83333,1.2358333,30,39.708332,117.291664,120.166664,6.375,1,1,0,8,2,2020,8439,1,6124
843,20200209,0.007398307,70.93381997,0.75122106,192.70833,1.3629167,33.958332,51.041668,96.875,107.916664,9.416667,1,1,0,9,2,2020,8440,1,6124
844,20200210,0.022312406,61.6894059,4.989257,220.25,2.0091667,51.958332,39.916668,152.125,165.66667,10.416667,1,1,0,10,2,2020,8441,1,6124
845,20200211,0.034039194,56.03427826,6.490923,168.41667,1.8379166,67.166664,38.25,133.54167,152.20833,12.041667,1,1,0,11,2,2020,8442,1,6124
846,20200212,0.022829628,74.10905379,7.3917146,137.45833,1.4783334,66.208336,38.291668,92,113.708336,10.375,1,1,0,12,2,2020,8443,1,6124
847,20200213,0.165977625,29.87170778,8.682332,137.29167,1.205,43.375,39.583332,82.833336,98.125,10.833333,1,1,0,13,2,2020,8444,1,6124
848,20200214,91.08637542,33.11426924,3.2871313,67.875,1.1708333,30.166666,55.25,86.625,86.958336,7.9583335,1,1,0,14,2,2020,8445,1,6124
849,20200215,298.6609661,57.00760522,-2.1569297,22.125,0.5154167,11.041667,65.375,17.791666,19.166666,5,1,1,0,15,2,2020,8446,1,6124
850,20200216,0.020149366,51.31036306,-1.566294,23.125,0.31541666,8.625,72.458336,8.958333,8.083333,4.125,1,1,0,16,2,2020,8447,1,6124
851,20200217,0.010110535,41.21728643,1.7247162,23.125,0.335,10.916667,72.375,10.375,7.2083335,4.0833335,1,1,0,17,2,2020,8448,1,6124
852,20200218,0.004198395,30.55493841,3.8274517,55.291668,0.6308333,30,47.625,29.708334,23.291666,8.833333,1,1,0,18,2,2020,8449,1,6124
853,20200219,0.01013279,53.82388595,5.1276193,121.083336,1.0841666,54.416668,25.958334,65.125,64.5,9.958333,1,1,0,19,2,2020,8450,1,6124
854,20200220,0.033679672,61.46701754,3.194817,120.458336,1.1908333,35.125,52.75,76.458336,93.166664,6.125,1,1,0,20,2,2020,8451,1,6124
855,20200221,0.06219343,58.94813064,4.585159,155.5,1.1216667,38.666668,36.291668,95.666664,106.25,6,1,1,0,21,2,2020,8452,1,6124
856,20200222,0.005963755,46.90833915,4.4332223,27.833334,0.6954167,22.166666,78.041664,71.5,60.208332,5.625,1,1,0,22,2,2020,8453,1,6124
857,20200223,0.01116341,55.81183543,7.4291196,66.625,0.54125,34.666668,56.833332,38.416668,22.625,9.916667,1,1,0,23,2,2020,8454,1,6124
858,20200224,0.212047118,33.32258553,8.328059,114.875,1.20875,58.875,35.25,113,74.5,12.041667,1,1,0,24,2,2020,8455,1,6124
859,20200225,0.030365308,77.56707317,4.998283,57.583332,1.08,35.041668,60.208332,74.583336,59.583332,13.625,1,1,0,25,2,2020,8456,1,6124
860,20200226,0.022972777,90.02600702,3.9440234,43.708332,0.8625,43.333332,43.875,46.833332,30.541666,15.458333,1,1,0,26,2,2020,8457,1,6124
861,20200227,0.158285588,46.62318042,4.686703,33.791668,0.56874996,33.083332,56.833332,31.416666,21.416666,11.666667,1,1,0,27,2,2020,8458,1,6124
862,20200228,0.053462237,43.84711778,4.5357256,88.888885,0.70055556,36.61111,41.333332,39.944443,41.944443,12.222222,1,1,0,28,2,2020,8459,1,6124
863,20200229,0.085332167,32.8786504,4.538435,98.375,0.935,26.166666,62,55.166668,73.166664,6.1666665,1,1,0,29,2,2020,8460,1,6124
864,20200301,0.017501396,51.49085642,4.7328563,59.458332,1.0108334,32.666668,41.458332,51.75,61.25,4.9583335,1,1,0,1,3,2020,8461,1,6124
1243,20200101,0.136009215,43.30106691,-4.369565,95.208336,1.27,51.291668,15.375,105.666664,47.625,22.625,1,0,0,1,1,2020,8401,1,71005
1244,20200102,0.11982914,42.09089858,-1.6235193,130.54167,1.7570833,70.041664,12.666667,152.20833,83.083336,28.166666,1,0,0,2,1,2020,8402,1,71005
1245,20200103,0.128350049,42.74053591,0.22904798,181.29167,2.3295834,85.416664,17.5,192.375,115.875,34.75,1,0,0,3,1,2020,8403,1,71005
1246,20200104,0.383095763,57.50631494,0.7516151,226.29167,3.315,98.375,22.25,242.04167,157.41667,48.958332,1,0,0,4,1,2020,8404,1,71005
1247,20200105,89.61937868,19.5605684,1.7519355,199.20833,3.2154167,104.25,13.708333,260.91666,185.125,35.583332,1,0,0,5,1,2020,8405,1,71005
1248,20200106,2.110374389,98.15363522,-1.2841387,126.25,2.04625,67.916664,24.666666,137.29167,109.541664,13.208333,1,0,0,6,1,2020,8406,1,71005
1249,20200107,1.679265345,47.03800218,-0.9661545,120.958336,1.7933333,49.333332,33.458332,122.666664,104.041664,11,1,0,0,7,1,2020,8407,1,71005
1250,20200108,0.447212914,51.45783169,-1.6949673,128.125,1.3841667,47.333332,36.208332,91.125,73.583336,12.958333,1,0,0,8,1,2020,8408,1,71005
1251,20200109,0.292367424,41.27267423,-1.8969172,195.375,2.6695833,65.166664,24.666666,171.41667,134.375,14.916667,1,0,0,9,1,2020,8409,1,71005
1252,20200110,0.432282531,41.20435347,-2.8820474,229.875,3.0233333,67.375,17.875,224.70833,164.20833,14.083333,1,0,0,10,1,2020,8410,1,71005
1253,20200111,4.306114444,41.16906458,-3.2269957,175.08333,2.9950001,80.333336,20.916666,235.75,175,15,1,0,0,11,1,2020,8411,1,71005
1254,20200112,0.200394915,41.11513713,-3.439189,174.41667,1.7975,68.916664,25.041666,162.375,117.375,14.125,1,0,0,12,1,2020,8412,1,71005
1255,20200113,0.06230506,41.05825936,-2.7055743,239.95833,2.09,79.041664,21.958334,220.08333,165.70833,18.166666,1,0,0,13,1,2020,8413,1,71005
1256,20200114,0.335097272,41.03278801,-4.996667,143.58333,1.9345833,77.666664,29.583334,199.04167,149.16667,16.833334,1,0,0,14,1,2020,8414,1,71005
1257,20200115,0.657343,41.06589977,-5.3305345,265.91666,2.3216667,78.916664,19.375,224.5,167.04167,16.958334,1,0,0,15,1,2020,8415,1,71005
1258,20200116,0.378286599,40.97539015,-4.895271,289.875,2.9583335,87.791664,16.583334,319.5,228.91667,17.458334,1,0,0,16,1,2020,8416,1,71005
1259,20200117,0.117384368,41.19098436,-3.4180129,297.66666,3.2466667,95.041664,17.375,353.375,259.33334,20.541666,1,0,0,17,1,2020,8417,1,71005
1260,20200118,0.087171792,41.08855364,-3.2134926,236.125,3.4041667,77.458336,18.375,308.29166,206.41667,17.333334,1,0,0,18,1,2020,8418,1,71005
1261,20200119,2.133294506,41.06220575,0.53419656,121.875,3.7120833,65.041664,37.041668,244.75,135.91667,16.791666,1,0,0,19,1,2020,8419,1,71005
1262,20200120,0.170458056,10.28120794,2.1662319,67.25,1.3566667,51.125,43.916668,113.166664,60.125,16.083334,1,0,0,20,1,2020,8420,1,71005
1263,20200121,0.679795094,59.79782979,0.8523864,86.833336,1.0195833,41.791668,35.041668,80.166664,46.25,14.333333,1,0,0,21,1,2020,8421,1,71005
1264,20200122,0.368045257,60.27947694,0.6211689,134.1579,1.8110527,52.526318,33.31579,129.73685,83.052635,19.789474,1,0,0,22,1,2020,8422,1,71005
1265,20200123,0.550222387,55.98438618,1.3234663,197.79167,2.1979167,56.625,38.208332,181.5,126.875,19.541666,1,0,0,23,1,2020,8423,1,71005
1266,20200124,0.717004077,51.52624456,1.6490096,165.45833,2.36125,43.625,63.75,209.20833,158.5,18.583334,1,0,0,24,1,2020,8424,1,71005
1267,20200125,0.779897336,52.47537801,0.3159943,203.16667,1.3895833,29.375,51.625,170.33333,129.08333,15.208333,1,0,0,25,1,2020,8425,1,71005
1268,20200126,0.837408955,51.14348515,0.36748528,244.54167,1.7633333,30.833334,54.916668,223.625,176.95833,16.75,1,0,0,26,1,2020,8426,1,71005
1269,20200127,0.19437991,46.60598968,1.9802835,203.29167,1.815,31.916666,65.791664,234.08333,190.08333,15.583333,1,0,0,27,1,2020,8427,1,71005
1270,20200128,0.155975661,53.47182333,2.9238503,233.70833,1.895,29.25,63.833332,202.91667,165.95833,19.625,1,0,0,28,1,2020,8428,1,71005
1271,20200129,0.134585908,45.19422304,2.898864,214.70833,2.1079166,29.416666,76.5,227.33333,186.20833,19.5,1,0,0,29,1,2020,8429,1,71005
1272,20200130,0.098400721,87.61743243,2.2213767,168.04167,1.8420833,31.125,70.333336,172.29167,139.33333,15.916667,1,0,0,30,1,2020,8430,1,71005
1273,20200131,0.153169602,55.43879474,3.455152,175.79167,1.7479167,34.75,64,159.45833,127.458336,16.833334,1,0,0,31,1,2020,8431,1,71005
1274,20200201,0.199067475,80.25509182,3.7168534,116.208336,1.7483333,34.875,71.916664,163.58333,127.5,16.041666,1,0,0,1,2,2020,8432,1,71005
1275,20200202,0.442468526,32.71562162,1.6057607,82.833336,0.9316667,18.875,59.5,76.5,50.291668,8.791667,1,0,0,2,2,2020,8433,1,71005
1276,20200203,0.219276903,59.65511023,1.0370108,102.833336,1.0420834,20.041666,62.833332,98.875,72.75,8,1,0,0,3,2,2020,8434,1,71005
1277,20200204,0.090424175,69.93220952,1.0358112,96.416664,1.2270833,23.791666,58.75,113.625,81.583336,10.166667,1,0,0,4,2,2020,8435,1,71005
1278,20200205,0.434723843,88.18974846,-0.33299088,50.791668,0.7995833,16.083334,54.958332,64.5,42.166668,8,1,0,0,5,2,2020,8436,1,71005
1279,20200206,0.679814426,43.03396715,-1.6050876,72.125,0.6225,12,58.333332,54.583332,38.541668,7.5,1,1,0,6,2,2020,8437,1,71005
1280,20200207,0.131103912,45.59660866,-0.76064914,142.58333,0.8425,14.416667,44.5,95,76,7.75,1,1,0,7,2,2020,8438,1,71005
1281,20200208,0.075846335,54.26542785,1.7825493,201.75,1.605,29.083334,38.625,170.83333,134.95833,10.875,1,1,0,8,2,2020,8439,1,71005
1282,20200209,0.063778383,64.84224358,5.5639963,129.16667,1.9279166,31.208334,45.041668,184.45833,143.45833,10.791667,1,1,0,9,2,2020,8440,1,71005
1283,20200210,0.181652413,53.67957897,6.7057285,84.666664,1.3058333,30.916666,67.375,99.666664,70.166664,16.25,1,1,0,10,2,2020,8441,1,71005
1284,20200211,0.282276664,50.18097681,9.585018,134.79167,1.25625,29.083334,83.125,101.166664,71,20.333334,1,1,0,11,2,2020,8442,1,71005
1285,20200212,0.178894198,67.21771377,7.3000417,209.375,1.8133333,40.041668,93.208336,178.29167,138.5,18.625,1,1,0,12,2,2020,8443,1,71005
1286,20200213,0.663104622,33.59105533,7.3256426,250.875,2.2725,42.541668,86.083336,232.5,188,16.25,1,1,0,13,2,2020,8444,1,71005
1287,20200214,29.58602869,29.50881835,5.948352,99.5,1.895,26.208334,44.041668,184.875,150.58333,8.625,1,1,0,14,2,2020,8445,1,71005
1288,20200215,4.147702427,44.80841721,1.7036331,35.708332,0.68416667,10.541667,64.916664,41.375,29.5,4.5833335,1,1,0,15,2,2020,8446,1,71005
1289,20200216,0.140176329,46.61999545,2.2729738,29.708334,0.25125,7.75,72,32.25,12.416667,5,1,1,0,16,2,2020,8447,1,71005
1290,20200217,0.066746915,52.96065427,4.763003,28.75,0.27541667,9.791667,77.708336,22.833334,11.125,4.8333335,1,1,0,17,2,2020,8448,1,71005
1291,20200218,0.037214229,46.64008511,6.519771,54.75,0.6620833,28.958334,49.666668,41.041668,25,16.458334,1,1,0,18,2,2020,8449,1,71005
1292,20200219,0.068545447,50.16934578,7.2127466,96.25,1.1270833,40.541668,53.041668,80.208336,52.541668,20.916666,1,1,0,19,2,2020,8450,1,71005
1293,20200220,0.143375608,57.67252887,5.902664,190.375,1.4654167,39.75,37,139.91667,107.5,10.375,1,1,0,20,2,2020,8451,1,71005
1294,20200221,0.282907359,57.70784649,6.7279997,127.708336,1.3204167,38.875,40.916668,178.33333,131.66667,6.2916665,1,1,0,21,2,2020,8452,1,71005
1295,20200222,0.045098184,45.42650117,6.9820566,41.916668,0.5333333,19.083334,72.375,70.875,29.916666,6.7083335,1,1,0,22,2,2020,8453,1,71005
1296,20200223,0.074611331,59.04040004,7.424766,82.416664,0.7208333,30.666666,51.75,71.375,32.25,13.458333,1,1,0,23,2,2020,8454,1,71005
