X,date,prec,snow,temp,aqi,co,no2,o3,pm10,pm,so2,t_asign,treat,hubei,day,month,year,daynum,north,city_code,judge,week,lead_lag_dummy
20608,20200219,1.693068993,62.02746001,-4.5419083,114.791664,1.2083334,43.25,46.375,84.541664,67.875,24.875,1,1,0,19,2,2020,8450,1,9715,1,2,2
20615,20200226,0.749193915,123.4317479,-2.068017,47.625,0.5133333,15.25,70.25,36.666668,28.791666,7.625,1,1,0,26,2,2020,8457,1,9715,1,3,3
20998,20200101,0.016049708,89.93843121,-10.541484,99.166664,1.3604167,31.5,31.333334,66.333336,41.375,26.208334,1,0,0,1,1,2020,8401,1,8131,1,-5,-4
21005,20200108,0.035886862,46.05774846,-7.9878693,46.791668,0.6333333,14.416667,78.416664,23.791666,12.916667,13.875,1,0,0,8,1,2020,8408,1,8131,1,-4,-4
21012,20200115,0.040348385,95.78777548,-9.995377,132.08333,1.86625,40.541668,24.833334,112.083336,77.875,31.5,1,0,0,15,1,2020,8415,1,8131,1,-3,-3
21019,20200122,0.02638933,112.4379715,-3.5976896,93.052635,1.5363158,30.947369,56.31579,81.26316,47.473682,30,1,0,0,22,1,2020,8422,1,8131,1,-2,-2
21026,20200129,0.017417287,80.06011799,-2.7157454,39.208332,0.96375,11.666667,75.5,65.5,42.125,29.083334,1,0,0,29,1,2020,8429,1,8131,1,-1,-1
21033,20200205,0.034186643,95.48910423,-12.840307,26.541666,0.57208335,5,65.041664,23.541666,10.5,9.958333,1,1,0,5,2,2020,8436,1,8131,1,0,0
21040,20200212,0.02210432,74.788107,5.086847,116.041664,1.6029167,19.208334,92.166664,108.375,91,18.25,1,1,0,12,2,2020,8443,1,8131,1,1,1
21047,20200219,0.013654086,58.57223361,-0.45743513,49.5,0.985,17.333334,53.708332,40.583332,26.208334,20.666666,1,1,0,19,2,2020,8450,1,8131,1,2,2
21054,20200226,0.01249935,90.92279729,-1.7366898,37.666668,0.5416666,8.583333,70.5,31.916666,14.708333,14.333333,1,1,0,26,2,2020,8457,1,8131,1,3,3
21437,20200101,1.015308158,90.44454407,-8.513968,97.416664,1.3708333,44.708332,23.833334,85.458336,45.833332,39.958332,1,0,0,1,1,2020,8401,1,70480,1,-5,-4
21444,20200108,2.380819336,30.90786772,-5.819429,47.166668,0.6016667,20.416666,64.458336,34.583332,18.875,25.291666,1,0,0,8,1,2020,8408,1,70480,1,-4,-4
21451,20200115,2.85058792,90.97790226,-8.595994,155.83333,1.58375,49.75,16.25,127.25,93.083336,68.125,1,0,0,15,1,2020,8415,1,70480,1,-3,-3
21458,20200122,1.832657127,112.301339,-2.037801,133.78947,1.4136842,40.05263,33.210526,97.68421,67.1579,45.68421,1,0,0,22,1,2020,8422,1,70480,1,-2,-2
21465,20200129,1.081319646,71.77172613,-3.078125,54.291668,0.69875,14.25,72.666664,71.25,41.708332,31.125,1,0,0,29,1,2020,8429,1,70480,1,-1,-1
21472,20200205,2.233074639,92.48421994,-10.849962,39.708332,0.56458336,9.416667,58.041668,36.5,15.5,32.333332,1,1,0,5,2,2020,8436,1,70480,1,0,0
21479,20200212,1.44683343,79.14734207,3.8605502,73.041664,1.0525,20.708334,62.333332,82.208336,69.875,15.708333,1,1,0,12,2,2020,8443,1,70480,1,1,1
21486,20200219,0.842046878,61.61773318,0.20956515,104.25,1.29125,37.958332,38.791668,83.5,71.25,47.208332,1,1,0,19,2,2020,8450,1,70480,1,2,2
21493,20200226,0.835533837,99.06408776,0.43522957,40.041668,0.46166667,16.166666,67.166664,39.791668,22.125,21.375,1,1,0,26,2,2020,8457,1,70480,1,3,3
25833,20200107,9.670266199,139.6840387,-10.585328,170.54167,1.3575,73.125,35.375,133.66667,127.291664,44.958332,1,0,0,7,1,2020,8407,1,2414,1,-4,-4
25840,20200114,1.488486774,177.2233446,-19.911865,298,1.4883333,70.166664,30.625,205.04167,200.25,38.458332,1,0,0,14,1,2020,8414,1,2414,1,-3,-3
25847,20200121,1.664979587,196.5306761,-11.91671,84.541664,1.1758333,52,81.291664,187.33333,166.70833,37.5,1,0,0,21,1,2020,8421,1,2414,1,-2,-2
25854,20200128,0.157585578,195.198985,-12.389663,196.08333,1.66875,62.958332,56.666668,168.20833,152.41667,48.541668,1,0,0,28,1,2020,8428,1,2414,1,-1,-1
25861,20200204,0.121481537,185.511308,-19.981613,73.75,0.83416665,26,54.625,65.583336,56.416668,27.041666,1,1,0,4,2,2020,8435,1,2414,1,0,0
25868,20200211,0.303593189,173.3547118,-5.1082683,86.5,0.88,29.833334,97.833336,95.041664,79.916664,34.625,1,1,0,11,2,2020,8442,1,2414,1,1,1
25875,20200218,0.068077024,52.26321702,-11.746142,52.625,0.67625,20.583334,65.916664,40.125,32.666668,22.083334,1,1,0,18,2,2020,8449,1,2414,1,2,2
25882,20200225,1.541925301,71.61326497,-10.355675,80.25,0.77833337,28.5,74.625,58.333332,54.625,19.416666,1,1,0,25,2,2020,8456,1,2414,1,3,3
31100,20200106,4.150710447,39.41401866,16.332832,35.833332,0.61625004,44.916668,59.041668,32.458332,27.083334,7,1,0,0,6,1,2020,8406,0,93997,1,-5,-4
31107,20200113,0.055269675,62.01577123,4.866443,158.79167,1.4466667,67,43.458332,96.416664,129.08333,10.875,1,0,0,13,1,2020,8413,0,93997,1,-4,-4
31114,20200120,0.208307009,80.8711336,5.0333495,165.75,1.1870834,72.25,49.083332,76.875,96.166664,8.5,1,0,0,20,1,2020,8420,0,93997,1,-3,-3
31121,20200127,9.95759155,85.39074316,5.9658203,35.083332,0.5475,18.166666,81.666664,17.25,16.958334,4.7083335,1,0,0,27,1,2020,8427,0,93997,1,-2,-2
31128,20200203,0.907517916,79.58559453,7.642987,84.291664,0.7058333,37.666668,86.875,35.5,52.958332,6.2916665,1,0,0,3,2,2020,8434,0,93997,1,-1,-1
31135,20200210,4.852341635,74.8129085,8.235194,67.416664,0.8383333,36.375,67.083336,50.5,62.916668,6.625,1,1,0,10,2,2020,8441,0,93997,1,0,0
31142,20200217,0.105122852,77.4562942,4.453764,29.916666,0.5495833,15.5,75.291664,33.625,21.5,6.0416665,1,1,0,17,2,2020,8448,0,93997,1,1,1
31149,20200224,0.671843454,47.58407192,15.267965,61.5,0.5104167,23.458334,113.541664,60.625,32.166668,6.5416665,1,1,0,24,2,2020,8455,0,93997,1,2,2
31540,20200107,46.41307141,39.82672747,5.755673,29.125,1.0854167,44.791668,7.7916665,28.916666,22.666666,4.75,1,0,0,7,1,2020,8407,0,44998,1,-4,-4
31547,20200114,3.096908434,57.29712557,1.9169567,177.33333,1.63625,71.125,36.375,178.83333,135.33333,8.875,1,0,0,14,1,2020,8414,0,44998,1,-3,-3
31554,20200121,14.39494395,41.26015485,5.5742188,152,1.0875,56.5,66.083336,137.25,97.541664,8.583333,1,0,0,21,1,2020,8421,0,44998,1,-2,-2
31561,20200128,0.607887492,76.62719851,3.1231077,88.125,0.78208333,17.208334,62.5,69.333336,62,4,1,0,0,28,1,2020,8428,0,44998,1,-1,-1
31568,20200204,1.530815088,83.79779485,6.0292106,57.541668,0.8204167,23.041666,82.041664,72.416664,56.708332,6.1666665,1,1,0,4,2,2020,8435,0,44998,1,0,0
31575,20200211,21.34816477,26.7418495,9.609684,34.625,0.63916665,21.875,64.208336,31.666666,26.041666,5.375,1,1,0,11,2,2020,8442,0,44998,1,1,1
31582,20200218,0.168544863,70.58460253,5.030199,30.666666,0.56041664,22.458334,70.458336,23.625,13.75,4.5416665,1,1,0,18,2,2020,8449,0,44998,1,2,2
31589,20200225,10.31192216,105.1785036,15.896589,96.916664,1.0970833,44.25,48.083332,85.291664,58,11.833333,1,1,0,25,2,2020,8456,0,44998,1,3,3
31974,20200102,2.432771652,77.09649744,4.7865353,62.291668,0.6904167,57.083332,11,50.625,28,6.9166665,1,0,0,2,1,2020,8402,0,93779,1,-5,-4
31981,20200109,30.83680626,51.48363321,4.1775827,54.333332,1.01625,44.041668,38.833332,58.791668,40.791668,8.166667,1,0,0,9,1,2020,8409,0,93779,1,-4,-4
31988,20200116,53.63249745,18.42969879,3.0492923,23.833334,0.48875,32.208332,62,32.5,23.791666,5.375,1,0,0,16,1,2020,8416,0,93779,1,-3,-3
31995,20200123,111.5380129,19.23135172,7.266069,40.916668,0.9604167,32.625,43.333332,63.125,52.458332,4.4166665,1,0,0,23,1,2020,8423,0,93779,1,-2,-2
32002,20200130,0.829575264,101.7753272,3.210973,95.041664,1.0454167,17.083334,87.541664,80.708336,67.208336,9.625,1,0,0,30,1,2020,8430,0,93779,1,-1,-1
32009,20200206,103.610675,16.81876005,5.1533065,29.5,0.55708337,13.666667,73.291664,36.25,21.416666,4.4166665,1,1,0,6,2,2020,8437,0,93779,1,0,0
32016,20200213,22.27424366,70.62062175,11.105318,48.291668,1.0433333,27,44.291668,47.541668,39.166668,5.0416665,1,1,0,13,2,2020,8444,0,93779,1,1,1
32023,20200220,0.85223879,85.74501247,8.130783,36.416668,0.72291666,32.083332,75.791664,36.166668,22.958334,7.125,1,1,0,20,2,2020,8451,0,93779,1,2,2
32030,20200227,26.94943202,30.93269552,8.509223,54.916668,0.86,20.5,87.75,68.833336,39.458332,6,1,1,0,27,2,2020,8458,0,93779,1,3,3
32418,20200107,242.6977991,27.54980381,2.2452705,42.125,1.5445833,44.958332,28.083334,46.25,41.416668,6,1,0,0,7,1,2020,8407,0,39975,1,-4,-4
32425,20200114,0.083634836,43.49181608,1.0870181,181.875,1.75125,55.25,31.208334,191.29167,157.70833,13.541667,1,0,0,14,1,2020,8414,0,39975,1,-3,-3
32432,20200121,0.062294045,62.49896361,3.7432177,177.20833,1.3808334,48.25,44.75,167.25,121.708336,11.833333,1,0,0,21,1,2020,8421,0,39975,1,-2,-2
32439,20200128,0.015438517,71.4314323,3.638902,97.041664,1.08125,14.166667,67.291664,101.541664,88.833336,7.75,1,0,0,28,1,2020,8428,0,39975,1,-1,-1
32446,20200204,0.019029516,78.78679637,7.1713343,105.75,0.76458335,14.625,81.625,80.458336,69.541664,8.541667,1,1,0,4,2,2020,8435,0,39975,1,0,0
32453,20200211,0.091476825,43.04790613,11.875251,77.916664,0.78375,15.958333,66.208336,68.208336,61.583332,9.75,1,1,0,11,2,2020,8442,0,39975,1,1,1
32460,20200218,0.003719379,62.32614468,5.4883447,45.333332,0.56208336,16.916666,76.291664,38.125,26.666666,8,1,1,0,18,2,2020,8449,0,39975,1,2,2
32467,20200225,0.065532265,100.7903927,9.907911,122.166664,1.3075,38.875,11.291667,128.66667,93.041664,8.541667,1,1,0,25,2,2020,8456,0,39975,1,3,3
32851,20200101,4.474609747,77.92273961,1.9586922,53.333332,0.65208334,42.208332,27.875,46.75,29.916666,9.083333,1,0,0,1,1,2020,8401,0,14333,1,-5,-4
32858,20200108,18.03132068,61.9565185,4.7674427,61.708332,1.2604166,38.875,33.625,46.125,34.916668,7.625,1,0,0,8,1,2020,8408,0,14333,1,-4,-4
32865,20200115,91.31422439,16.28541682,2.525791,83.791664,1.1841667,56.416668,39,122.083336,101.541664,11.541667,1,0,0,15,1,2020,8415,0,14333,1,-3,-3
32872,20200122,54.95053229,22.0006352,5.8361263,134.8421,1.2789474,44.105263,51.789474,151.42105,123.68421,8.736842,1,0,0,22,1,2020,8422,0,14333,1,-2,-2
32879,20200129,1.261410353,73.64744389,3.6531975,87,0.9504167,18.083334,73.416664,80.708336,71.416664,8.666667,1,0,0,29,1,2020,8429,0,14333,1,-1,-1
32886,20200205,6.539933017,98.15044203,5.8245187,49.541668,0.6695833,24.875,69.541664,47.875,34.958332,9.666667,1,1,0,5,2,2020,8436,0,14333,1,0,0
32893,20200212,7.205221148,85.69509606,10.11402,67.5,0.64416665,16.708334,65.791664,55.583332,44.625,7.125,1,1,0,12,2,2020,8443,0,14333,1,1,1
32900,20200219,0.808432187,70.73305443,5.800146,55.458332,0.6429167,25.208334,75.208336,43.666668,32.375,10.208333,1,1,0,19,2,2020,8450,0,14333,1,2,2
32907,20200226,13.26544481,90.66598073,11.06362,48.791668,0.66291666,27.875,78.75,70.208336,51.666668,6.5416665,1,1,0,26,2,2020,8457,0,14333,1,3,3
33735,20200107,39.91622543,42.32380601,8.084102,48.25,1.0266666,41.041668,8.625,56.5,52.291668,10.125,1,0,0,7,1,2020,8407,0,73969,1,-4,-4
33742,20200114,5.926111577,66.06166387,2.5377169,167.54167,1.4658333,50.416668,48.666668,166.41667,159.16667,9.958333,1,0,0,14,1,2020,8414,0,73969,1,-3,-3
33749,20200121,20.13872111,63.7205255,5.233851,120.708336,1.2175,34.875,79.291664,135.375,124.5,5.4583335,1,0,0,21,1,2020,8421,0,73969,1,-2,-2
33756,20200128,1.370807169,83.19014745,3.7952085,116.25,0.8541667,11.916667,50.916668,58.958332,65.625,4.7083335,1,0,0,28,1,2020,8428,0,73969,1,-1,-1
33763,20200204,3.388458499,87.89424036,5.2635646,37.791668,0.5158333,8.958333,78.25,36.291668,32.166668,4.4583335,1,1,0,4,2,2020,8435,0,73969,1,0,0
33770,20200211,60.22200605,14.66814826,9.0258045,50.875,0.66333336,27.125,66.541664,38.666668,38.833332,6.875,1,1,0,11,2,2020,8442,0,73969,1,1,1
33777,20200218,0.362535161,74.70254801,3.9145775,34.666668,0.45416665,10.291667,76.708336,26.041666,19.041666,4,1,1,0,18,2,2020,8449,0,73969,1,2,2
33784,20200225,5.711532031,109.0234758,14.232005,81.166664,0.87916666,41.5,45.583332,70.791664,54.125,7.4583335,1,1,0,25,2,2020,8456,0,73969,1,3,3
36369,20200107,8.610199252,45.92713866,13.76497,54.416668,1.1454166,49.583332,8.791667,73.625,36.833332,7.125,1,0,0,7,1,2020,8407,0,33655,1,-4,-4
36376,20200114,1.613018222,64.31957038,4.2360663,143.04167,1.1945833,52.5,35.041668,141.375,97.041664,8.875,1,0,0,14,1,2020,8414,0,33655,1,-3,-3
36383,20200121,5.846421381,47.98252597,7.506453,121.541664,1.1058333,41.833332,49.333332,111.625,79.041664,6.7916665,1,0,0,21,1,2020,8421,0,33655,1,-2,-2
36390,20200128,0.312724161,79.41836048,5.2901797,40.333332,0.96958333,9.875,55,22.708334,17.958334,4.4583335,1,0,0,28,1,2020,8428,0,33655,1,-1,-1
36397,20200204,1.708368218,86.83526732,6.673518,53.375,0.70958334,13.5,94.875,63.041668,45.833332,6.1666665,1,1,0,4,2,2020,8435,0,33655,1,0,0
36404,20200211,72.96386793,22.36630376,10.191728,39.125,0.65416664,13.291667,52,32.666668,25.75,5,1,1,0,11,2,2020,8442,0,33655,1,1,1
36411,20200218,0.09457505,75.43952486,5.108563,34.375,0.52,11.583333,82.5,30.083334,17.541666,6.5416665,1,1,0,18,2,2020,8449,0,33655,1,2,2
36418,20200225,1.790917713,107.0758695,17.54339,68.916664,0.64708334,29.916666,66.208336,59.458332,36.208332,6.0416665,1,1,0,25,2,2020,8456,0,33655,1,3,3
36808,20200107,11.49771898,48.49885696,12.410543,34.5,0.62875,27.833334,60.208332,25.208334,14.416667,6.0416665,1,0,0,7,1,2020,8407,0,70802,1,-4,-4
36815,20200114,3.648526309,68.72217193,5.5842276,126.416664,1.3041667,60.458332,50.666668,112.625,88.166664,10.833333,1,0,0,14,1,2020,8414,0,70802,1,-3,-3
36822,20200121,8.568330501,62.04668777,7.3680654,91.25,1.0791667,43.791668,58.416668,92.291664,72.958336,7.7916665,1,0,0,21,1,2020,8421,0,70802,1,-2,-2
36829,20200128,0.79129919,82.43511736,5.931968,49.708332,0.8625,12.875,56.583332,28.875,23.958334,5,1,0,0,28,1,2020,8428,0,70802,1,-1,-1
36836,20200204,5.313198392,89.04001677,7.619565,42.5,0.72333336,18.333334,89.416664,50.791668,39.25,7.375,1,1,0,4,2,2020,8435,0,70802,1,0,0
36843,20200211,225.7600167,21.09376674,9.610408,36.458332,0.56625,12.208333,102.083336,34.791668,27.625,6.0416665,1,1,0,11,2,2020,8442,0,70802,1,1,1
36850,20200218,0.241683856,78.06516103,5.07797,33.083332,0.5958333,13.125,83.541664,26.625,15.916667,8.291667,1,1,0,18,2,2020,8449,0,70802,1,2,2
36857,20200225,3.051685814,108.7712334,16.984282,52.166668,0.52125,17.5,89.708336,45.875,22.958334,6.4166665,1,1,0,25,2,2020,8456,0,70802,1,3,3
37245,20200105,30.44794772,32.82841062,14.768564,33.708332,0.6304167,51.333332,15.458333,60.916668,32.541668,9.041667,1,0,0,5,1,2020,8405,0,23205,1,-4,-4
37252,20200112,0.440739605,67.42218821,9.858781,26.5,0.68375003,35.125,29.458334,16.083334,6.9166665,7.2916665,1,0,0,12,1,2020,8412,0,23205,1,-3,-3
37259,20200119,0.395228542,67.57218432,9.879573,43.125,0.65,15.333333,51.5,36.333332,24.541666,7,1,0,0,19,1,2020,8419,0,23205,1,-2,-2
37266,20200126,142.4043252,26.07432278,10.480438,15.583333,0.65583336,7.5,54.5,9.583333,6.1666665,6,1,0,0,26,1,2020,8426,0,23205,1,-1,-1
37273,20200202,4.296134098,68.64019455,9.7205515,33.625,0.47625,8.125,81.875,36.875,29.041666,7.7083335,1,1,0,2,2,2020,8433,0,23205,1,0,0
37280,20200209,0.162191238,76.23804956,8.988589,37.125,0.4275,3.0833333,84.458336,17.375,13.5,5,1,1,0,9,2,2020,8440,0,23205,1,1,1
37287,20200216,1.835084529,51.9559727,9.708649,19.875,0.6125,5.625,57.416668,6.8333335,4.5833335,5,1,1,0,16,2,2020,8447,0,23205,1,2,2
37294,20200223,0.17322044,78.75775123,13.679965,80.166664,0.585,11.833333,133.79167,85.75,49.875,6.7916665,1,1,0,23,2,2020,8454,0,23205,1,3,3
37301,20200301,101.2209897,80.56607663,13.502026,22.208334,0.67,22,48.208332,42.375,27.208334,5,1,1,0,1,3,2020,8461,0,23205,1,4,4
41192,20200101,5.086283482,71.21984204,1.0327532,67.125,0.615,51.208332,13.541667,61.291668,33,6.4166665,1,0,0,1,1,2020,8401,0,67987,1,-5,-4
41199,20200108,222.6795534,26.13054065,2.0650513,60.583332,1.0520834,31.5,44.166668,34.166668,36.666668,4.5833335,1,0,0,8,1,2020,8408,0,67987,1,-4,-4
41206,20200115,78.82879217,10.08967339,1.9576726,109,1.0391667,49.041668,50.583332,87.666664,106.333336,8.291667,1,0,0,15,1,2020,8415,0,67987,1,-3,-3
41213,20200122,29.17158745,20.85559259,3.3968928,175.26315,1.4626316,53.526318,30.526316,105.73684,147.8421,6,1,0,0,22,1,2020,8422,0,67987,1,-2,-2
41220,20200129,0.051696453,67.22360288,3.9341486,70.5,0.6166667,19.416666,65,50.583332,55.125,4.625,1,0,0,29,1,2020,8429,0,67987,1,-1,-1
41227,20200205,0.407233315,93.85671155,7.028541,89.708336,0.8375,33.916668,62.208332,71.791664,78.5,5.9583335,1,1,0,5,2,2020,8436,0,67987,1,0,0
41234,20200212,0.267869264,83.18929363,10.347805,29.75,0.63375,17.916666,40.916668,22.916666,18,4.5833335,1,1,0,12,2,2020,8443,0,67987,1,1,1
41241,20200219,0.030381506,64.90639398,6.7990746,43.125,0.5079167,21.916666,76.458336,31.791666,23.833334,6.7916665,1,1,0,19,2,2020,8450,0,67987,1,2,2
41248,20200226,0.660842193,81.13673384,9.192319,54.708332,0.8233333,23.083334,59.291668,63.666668,66.625,4.125,1,1,0,26,2,2020,8457,0,67987,1,3,3
43392,20200106,203.3493784,24.79198199,4.6086884,71.75,0.99916667,29.291666,36.458332,55.833332,52.125,6.125,1,0,0,6,1,2020,8406,0,63994,1,-4,-4
43399,20200113,0.347463997,37.48811679,1.4567977,210.08333,1.7291666,44.75,41.75,209.33333,180.20833,10.416667,1,0,0,13,1,2020,8413,0,63994,1,-3,-3
43406,20200120,1.07086001,61.16781245,3.079009,159.29167,1.7129166,43.208332,36.916668,196.5,155.25,8.458333,1,0,0,20,1,2020,8420,0,63994,1,-2,-2
43413,20200127,4.355718,65.09062551,1.7730628,136.08333,1.0862501,15.75,60.791668,83.25,79.375,6.7916665,1,0,0,27,1,2020,8427,0,63994,1,-1,-1
43420,20200203,2.7354031,67.48637257,5.190384,106.458336,0.95125,14.458333,87.333336,102.541664,88.041664,9.75,1,1,0,3,2,2020,8434,0,63994,1,0,0
43427,20200210,3.486590034,63.92816557,8.06253,83.75,0.84208333,17.083334,76.541664,82.708336,75.166664,8,1,1,0,10,2,2020,8441,0,63994,1,1,1
43434,20200217,0.43239328,64.6766592,2.466969,40.25,0.5058333,13.75,73.708336,39.291668,24.291666,7.6666665,1,1,0,17,2,2020,8448,0,63994,1,2,2
43441,20200224,8.995287949,27.98456364,11.849549,121.541664,0.8541667,24.5,78.458336,130.54167,75.75,9.166667,1,1,0,24,2,2020,8455,0,63994,1,3,3
43832,20200107,71.40016613,43.02893738,6.0666966,30.458334,1.1820834,37.708332,30.625,38,23.916666,15.75,1,0,0,7,1,2020,8407,0,90542,1,-7,-4
43839,20200114,6.509390196,56.11692679,3.6312523,147.45833,1.2091666,42.791668,53.75,124.041664,94.416664,13.791667,1,0,0,14,1,2020,8414,0,90542,1,-6,-4
43846,20200121,49.23564583,15.82133501,5.6896844,112.125,1.05125,43.458332,52.375,120.875,86.625,13.708333,1,0,0,21,1,2020,8421,0,90542,1,-5,-4
43853,20200128,1.061335874,72.96292524,3.2720723,83.458336,0.9141667,11.25,63.166668,62.875,54.083332,13.625,1,0,0,28,1,2020,8428,0,90542,1,-4,-4
43860,20200204,4.025615825,82.53349784,6.8919287,128.70833,1.1879166,26.291666,78.625,107.791664,84.041664,14.75,1,0,0,4,2,2020,8435,0,90542,1,-3,-3
43867,20200211,37.13673763,22.35196779,9.25211,41.708332,0.9741667,30,51.416668,43.666668,31.666666,14.208333,1,0,0,11,2,2020,8442,0,90542,1,-2,-2
43874,20200218,0.324993185,71.15300818,5.35516,45.583332,0.7083333,28.208334,65.291664,42.541668,23.958334,12.083333,1,0,0,18,2,2020,8449,0,90542,1,-1,-1
43881,20200225,30.46910137,103.6328485,15.896426,97.25,1.26875,48.75,32,89.458336,53.375,18.208334,1,1,0,25,2,2020,8456,0,90542,1,0,0
48661,20200107,0.031653875,50.81513994,16.59206,69.75,0.6516667,35.166668,43.833332,53.041668,33.75,5.4166665,1,0,0,7,1,2020,8407,0,80521,1,-4,-4
48668,20200114,0.035210162,64.46010225,13.5388,55.833332,0.76166666,26.583334,65.666664,43.625,35.125,5.7083335,1,0,0,14,1,2020,8414,0,80521,1,-3,-3
48675,20200121,0.020087058,57.68153485,13.34133,56.5,0.8645833,16.666666,88.208336,36.666668,30.541666,4.625,1,0,0,21,1,2020,8421,0,80521,1,-2,-2
48682,20200128,0.003651318,75.09094673,11.289032,17.666666,0.57916665,5.2916665,55.291668,7.625,4.3333335,4,1,0,0,28,1,2020,8428,0,80521,1,-1,-1
48689,20200204,35.97298589,86.26801847,10.445947,26.625,0.7945833,13.375,62,21.041666,22.708334,4,1,1,0,4,2,2020,8435,0,80521,1,0,0
48696,20200211,0.165300673,29.02831608,13.643909,44.125,0.69083333,10.958333,88.875,37.666668,26.541666,5,1,1,0,11,2,2020,8442,0,80521,1,1,1
48703,20200218,0.001252726,77.40383576,9.244845,28.916666,0.55083334,6.9583335,87.375,21.125,10.708333,5.25,1,1,0,18,2,2020,8449,0,80521,1,2,2
48710,20200225,0.012400163,104.3825185,19.987291,54.333332,0.73625004,15.833333,76.208336,62.625,30.75,5,1,1,0,25,2,2020,8456,0,80521,1,3,3
50411,20200101,1.206029744,75.3510681,10.598711,31.083334,0.45875,23,66.208336,34.791668,25.75,4,1,0,0,1,1,2020,8401,0,85766,1,-5,-4
50418,20200108,4.566700473,70.0620083,15.465545,45.166668,0.5875,39.75,65.041664,59.041668,28.625,6.875,1,0,0,8,1,2020,8408,0,85766,1,-4,-4
50425,20200115,21.83962365,28.91811424,12.723267,72.333336,0.45541668,21.916666,82.958336,51.458332,44.458332,5.25,1,0,0,15,1,2020,8415,0,85766,1,-3,-3
50432,20200122,8.885620719,40.15084577,14.36066,94.2,0.6725,23.55,95.3,65.55,62.25,5.95,1,0,0,22,1,2020,8422,0,85766,1,-2,-2
50439,20200129,0.780962807,73.2822679,9.788557,24,0.3275,7.625,61.166668,13.5,10.25,4,1,0,0,29,1,2020,8429,0,85766,1,-1,-1
50446,20200205,7.305285685,96.58375129,10.719344,29.125,0.46666667,10.916667,77.791664,12,15.916667,4.0833335,1,1,0,5,2,2020,8436,0,85766,1,0,0
50453,20200212,97.08010866,86.0909276,15.684743,83.291664,0.55541664,19.916666,52.875,63.833332,60.458332,5,1,1,0,12,2,2020,8443,0,85766,1,1,1
50460,20200219,0.489145991,66.99439249,10.565981,34.625,0.12791666,9.625,90.791664,22.375,13.916667,5,1,1,0,19,2,2020,8450,0,85766,1,2,2
50467,20200226,2.331611159,82.61230623,19.953356,64.416664,0.55625,20.875,73.541664,48.75,34.375,5.0833335,1,1,0,26,2,2020,8457,0,85766,1,3,3
52606,20200101,0.578991191,70.65214357,7.893228,64.041664,0.72875,38.541668,28.916666,79.25,46.5,11.666667,1,0,0,1,1,2020,8401,0,91749,1,-5,-4
52613,20200108,3.673542061,50.28762509,7.9164076,49.208332,1.2104167,28.166666,70.833336,39,28.541666,4.6666665,1,0,0,8,1,2020,8408,0,91749,1,-4,-4
52620,20200115,253.3969309,10.46662052,6.3626857,98.791664,1.02375,35.583332,44.833332,111.5,89.75,6.7916665,1,0,0,15,1,2020,8415,0,91749,1,-3,-3
52627,20200122,84.07547197,17.66038311,10.259343,54.736843,0.96789473,25.789474,48.63158,70.63158,60.31579,7,1,0,0,22,1,2020,8422,0,91749,1,-2,-2
52634,20200129,0.215563752,67.31877497,5.906512,68.041664,0.70625,10.333333,67.916664,46.25,44.75,4.5833335,1,0,0,29,1,2020,8429,0,91749,1,-1,-1
52641,20200205,8.42256945,92.95789112,10.574746,49.25,0.54083335,16,48.666668,34.875,30.041666,4.5416665,1,1,0,5,2,2020,8436,0,91749,1,0,0
52648,20200212,6.168878665,83.7862215,12.608436,29.458334,0.7079167,14.208333,36.958332,27.5,26.625,3.5416667,1,1,0,12,2,2020,8443,0,91749,1,1,1
52655,20200219,0.139220095,62.66502378,9.307795,50.166668,0.39625,22.708334,56.458332,36.791668,25.791666,7.9583335,1,1,0,19,2,2020,8450,0,91749,1,2,2
52662,20200226,1.251848876,72.41915159,18.78417,82.416664,0.7083333,18.083334,57.791668,67.125,49.041668,7.6666665,1,1,0,26,2,2020,8457,0,91749,1,3,3
53051,20200107,23.00069477,45.94980756,9.625751,37.25,0.8983333,26.333334,52.083332,48.958332,22.958334,13,1,0,0,7,1,2020,8407,0,64881,1,-4,-4
53058,20200114,0.000856728,57.33660505,9.099823,46.75,0.65333337,19.041666,34.416668,42.083332,22.5,6.2916665,1,0,0,14,1,2020,8414,0,64881,1,-3,-3
53065,20200121,40.9996016,22.1850556,7.649963,60.75,0.8358333,18.416666,46.833332,64.458336,47.916668,5.6666665,1,0,0,21,1,2020,8421,0,64881,1,-2,-2
53072,20200128,6.86E-05,70.98534119,3.9000146,32.458332,0.78291667,6,47.75,17.875,15.375,4.4583335,1,0,0,28,1,2020,8428,0,64881,1,-1,-1
53079,20200204,0.000467777,82.37100809,11.6998,28.916666,0.39833334,6.7916665,49.291668,21.583334,17.291666,5,1,1,0,4,2,2020,8435,0,64881,1,0,0
53086,20200211,197.9940011,10.00012121,8.550044,19.375,0.5325,6.0833335,29.458334,20.875,18.125,5,1,1,0,11,2,2020,8442,0,64881,1,1,1
53093,20200218,2.23E-05,72.6719543,7.79992,31.875,0.36416668,8.208333,58.916668,26,17.875,5.3333335,1,1,0,18,2,2020,8449,0,64881,1,2,2
53100,20200225,0.000978061,102.6881424,19.799858,47.208332,0.6433333,18.291666,51.958332,49.875,30.416666,6.75,1,1,0,25,2,2020,8456,0,64881,1,3,3
